season,player_id,stat,game_index,actual,blended,clean,n_playoff_rows,prior_mpg
2025-26,1631106,TOV,1,1.0,0.9969626450676982,1.0664169232100689,7,24.894736842105264
2025-26,1631106,FG3A,1,1.0,2.69844555931657,3.018780213394656,7,24.894736842105264
2025-26,1631106,OREB,1,3.0,1.794532761121857,2.100021018013674,7,24.894736842105264
2025-26,1631106,PTS,2,22.0,9.82340526273372,11.254800143417036,7,24.894736842105264
2025-26,1631106,AST,2,5.0,1.1697695035460993,1.3617323788682418,7,24.894736842105264
2025-26,1631106,REB,2,5.0,5.210791424887169,5.939121941569922,7,24.894736842105264
2025-26,1631106,STL,2,0.0,1.3957477030947776,1.5914221777134874,7,24.894736842105264
2025-26,1631106,BLK,2,1.0,0.7576916102514507,0.8203207101615915,7,24.894736842105264
2025-26,1631106,FG3M,2,5.0,0.9304984687298518,1.0336040948036054,7,24.894736842105264
2025-26,1631106,TOV,2,0.0,0.9969626450676982,1.0664169232100689,7,24.894736842105264
2025-26,1631106,FG3A,2,7.0,2.69844555931657,3.018780213394656,7,24.894736842105264
2025-26,1631106,OREB,2,0.0,1.794532761121857,2.100021018013674,7,24.894736842105264
2025-26,1631106,PTS,3,14.0,9.82340526273372,11.254800143417036,7,24.894736842105264
2025-26,1631106,AST,3,4.0,1.1697695035460993,1.3617323788682418,7,24.894736842105264
2025-26,1631106,REB,3,5.0,5.210791424887169,5.939121941569922,7,24.894736842105264
2025-26,1631106,STL,3,2.0,1.3957477030947776,1.5914221777134874,7,24.894736842105264
2025-26,1631106,BLK,3,0.0,0.7576916102514507,0.8203207101615915,7,24.894736842105264
2025-26,1631106,FG3M,3,2.0,0.9304984687298518,1.0336040948036054,7,24.894736842105264
2025-26,1631106,TOV,3,5.0,0.9969626450676982,1.0664169232100689,7,24.894736842105264
2025-26,1631106,FG3A,3,3.0,2.69844555931657,3.018780213394656,7,24.894736842105264
2025-26,1631106,OREB,3,1.0,1.794532761121857,2.100021018013674,7,24.894736842105264
2025-26,1631106,PTS,4,12.0,9.82340526273372,11.254800143417036,7,24.894736842105264
2025-26,1631106,AST,4,0.0,1.1697695035460993,1.3617323788682418,7,24.894736842105264
2025-26,1631106,REB,4,6.0,5.210791424887169,5.939121941569922,7,24.894736842105264
2025-26,1631106,STL,4,0.0,1.3957477030947776,1.5914221777134874,7,24.894736842105264
2025-26,1631106,BLK,4,1.0,0.7576916102514507,0.8203207101615915,7,24.894736842105264
2025-26,1631106,FG3M,4,4.0,0.9304984687298518,1.0336040948036054,7,24.894736842105264
2025-26,1631106,TOV,4,3.0,0.9969626450676982,1.0664169232100689,7,24.894736842105264
2025-26,1631106,FG3A,4,6.0,2.69844555931657,3.018780213394656,7,24.894736842105264
2025-26,1631106,OREB,4,1.0,1.794532761121857,2.100021018013674,7,24.894736842105264
2025-26,1631107,PTS,0,9.0,10.565272825499731,10.69284107946027,4,25.217391304347824
2025-26,1631107,AST,0,0.0,2.720756347920043,2.835550974512744,4,25.217391304347824
2025-26,1631107,REB,0,3.0,3.892468935710427,3.896176911544228,4,25.217391304347824
2025-26,1631107,STL,0,1.0,0.8142409508373852,0.8225262368815593,4,25.217391304347824
2025-26,1631107,BLK,0,0.0,0.27803349540788763,0.2813905547226387,4,25.217391304347824
2025-26,1631107,FG3M,0,2.0,1.6682009724473257,1.688343328335832,4,25.217391304347824
2025-26,1631107,TOV,0,3.0,1.2908698001080499,1.2987256371814093,4,25.217391304347824
2025-26,1631107,FG3A,0,3.0,4.6471312803889795,4.545539730134933,4,25.217391304347824
2025-26,1631107,OREB,0,0.0,0.5957860615883307,0.5627811094452774,4,25.217391304347824
2025-26,1631107,PTS,1,20.0,10.565272825499731,10.69284107946027,4,25.217391304347824
2025-26,1631107,AST,1,4.0,2.720756347920043,2.835550974512744,4,25.217391304347824
2025-26,1631107,REB,1,6.0,3.892468935710427,3.896176911544228,4,25.217391304347824
2025-26,1631107,STL,1,1.0,0.8142409508373852,0.8225262368815593,4,25.217391304347824
2025-26,1631107,BLK,1,1.0,0.27803349540788763,0.2813905547226387,4,25.217391304347824
2025-26,1631107,FG3M,1,3.0,1.6682009724473257,1.688343328335832,4,25.217391304347824
2025-26,1631107,TOV,1,1.0,1.2908698001080499,1.2987256371814093,4,25.217391304347824
2025-26,1631107,FG3A,1,6.0,4.6471312803889795,4.545539730134933,4,25.217391304347824
2025-26,1631107,OREB,1,1.0,0.5957860615883307,0.5627811094452774,4,25.217391304347824
2025-26,1631107,PTS,2,6.0,10.565272825499731,10.69284107946027,4,25.217391304347824
2025-26,1631107,AST,2,5.0,2.720756347920043,2.835550974512744,4,25.217391304347824
2025-26,1631107,REB,2,5.0,3.892468935710427,3.896176911544228,4,25.217391304347824
2025-26,1631107,STL,2,0.0,0.8142409508373852,0.8225262368815593,4,25.217391304347824
2025-26,1631107,BLK,2,0.0,0.27803349540788763,0.2813905547226387,4,25.217391304347824
2025-26,1631107,FG3M,2,1.0,1.6682009724473257,1.688343328335832,4,25.217391304347824
2025-26,1631107,TOV,2,2.0,1.2908698001080499,1.2987256371814093,4,25.217391304347824
2025-26,1631107,FG3A,2,6.0,4.6471312803889795,4.545539730134933,4,25.217391304347824
2025-26,1631107,OREB,2,0.0,0.5957860615883307,0.5627811094452774,4,25.217391304347824
2025-26,1631107,PTS,3,10.0,10.565272825499731,10.69284107946027,4,25.217391304347824
2025-26,1631107,AST,3,2.0,2.720756347920043,2.835550974512744,4,25.217391304347824
2025-26,1631107,REB,3,6.0,3.892468935710427,3.896176911544228,4,25.217391304347824
2025-26,1631107,STL,3,0.0,0.8142409508373852,0.8225262368815593,4,25.217391304347824
2025-26,1631107,BLK,3,0.0,0.27803349540788763,0.2813905547226387,4,25.217391304347824
2025-26,1631107,FG3M,3,2.0,1.6682009724473257,1.688343328335832,4,25.217391304347824
2025-26,1631107,TOV,3,0.0,1.2908698001080499,1.2987256371814093,4,25.217391304347824
2025-26,1631107,FG3A,3,4.0,4.6471312803889795,4.545539730134933,4,25.217391304347824
2025-26,1631107,OREB,3,1.0,0.5957860615883307,0.5627811094452774,4,25.217391304347824
2025-26,1631107,PTS,4,0.0,10.565272825499731,10.69284107946027,4,25.217391304347824
2025-26,1631107,AST,4,1.0,2.720756347920043,2.835550974512744,4,25.217391304347824
2025-26,1631107,REB,4,1.0,3.892468935710427,3.896176911544228,4,25.217391304347824
2025-26,1631107,STL,4,0.0,0.8142409508373852,0.8225262368815593,4,25.217391304347824
2025-26,1631107,BLK,4,0.0,0.27803349540788763,0.2813905547226387,4,25.217391304347824
2025-26,1631107,FG3M,4,0.0,1.6682009724473257,1.688343328335832,4,25.217391304347824
2025-26,1631107,TOV,4,1.0,1.2908698001080499,1.2987256371814093,4,25.217391304347824
2025-26,1631107,FG3A,4,1.0,4.6471312803889795,4.545539730134933,4,25.217391304347824
2025-26,1631107,OREB,4,0.0,0.5957860615883307,0.5627811094452774,4,25.217391304347824
2025-26,1631114,PTS,0,11.0,21.663045867438846,21.782356140964374,23,32.43478260869565
2025-26,1631114,AST,0,8.0,5.082399762037873,5.175136962349924,23,32.43478260869565
2025-26,1631114,REB,0,4.0,5.421226412840398,5.394422426856277,23,32.43478260869565
2025-26,1631114,STL,0,2.0,1.5629745504761632,1.62271243734701,23,32.43478260869565
2025-26,1631114,BLK,0,1.0,0.6011440578754473,0.6724754244861484,23,32.43478260869565
2025-26,1631114,FG3M,0,1.0,1.7378528218581115,1.8127598399191827,23,32.43478260869565
2025-26,1631114,TOV,0,1.0,2.087609364622008,2.1928546450635276,23,32.43478260869565
2025-26,1631114,FG3A,0,1.0,4.973100842424155,4.9704705288106625,23,32.43478260869565
2025-26,1631114,OREB,0,0.0,0.9071810327938569,0.8625228270583207,23,32.43478260869565
2025-26,1631114,PTS,1,16.0,21.663045867438846,21.782356140964374,23,32.43478260869565
2025-26,1631114,AST,1,5.0,5.082399762037873,5.175136962349924,23,32.43478260869565
2025-26,1631114,REB,1,8.0,5.421226412840398,5.394422426856277,23,32.43478260869565
2025-26,1631114,STL,1,0.0,1.5629745504761632,1.62271243734701,23,32.43478260869565
2025-26,1631114,BLK,1,3.0,0.6011440578754473,0.6724754244861484,23,32.43478260869565
2025-26,1631114,FG3M,1,0.0,1.7378528218581115,1.8127598399191827,23,32.43478260869565
2025-26,1631114,TOV,1,1.0,2.087609364622008,2.1928546450635276,23,32.43478260869565
2025-26,1631114,FG3A,1,0.0,4.973100842424155,4.9704705288106625,23,32.43478260869565
2025-26,1631114,OREB,1,0.0,0.9071810327938569,0.8625228270583207,23,32.43478260869565
2025-26,1631114,PTS,2,22.0,21.663045867438846,21.782356140964374,23,32.43478260869565
2025-26,1631114,AST,2,6.0,5.082399762037873,5.175136962349924,23,32.43478260869565
2025-26,1631114,REB,2,3.0,5.421226412840398,5.394422426856277,23,32.43478260869565
2025-26,1631114,STL,2,1.0,1.5629745504761632,1.62271243734701,23,32.43478260869565
2025-26,1631114,BLK,2,1.0,0.6011440578754473,0.6724754244861484,23,32.43478260869565
2025-26,1631114,FG3M,2,0.0,1.7378528218581115,1.8127598399191827,23,32.43478260869565
2025-26,1631114,TOV,2,3.0,2.087609364622008,2.1928546450635276,23,32.43478260869565
2025-26,1631114,FG3A,2,4.0,4.973100842424155,4.9704705288106625,23,32.43478260869565
2025-26,1631114,OREB,2,0.0,0.9071810327938569,0.8625228270583207,23,32.43478260869565
2025-26,1631114,PTS,3,15.0,21.663045867438846,21.782356140964374,23,32.43478260869565
2025-26,1631114,AST,3,5.0,5.082399762037873,5.175136962349924,23,32.43478260869565
2025-26,1631114,REB,3,8.0,5.421226412840398,5.394422426856277,23,32.43478260869565
2025-26,1631114,STL,3,1.0,1.5629745504761632,1.62271243734701,23,32.43478260869565
2025-26,1631114,BLK,3,0.0,0.6011440578754473,0.6724754244861484,23,32.43478260869565
2025-26,1631114,FG3M,3,1.0,1.7378528218581115,1.8127598399191827,23,32.43478260869565
2025-26,1631114,TOV,3,1.0,2.087609364622008,2.1928546450635276,23,32.43478260869565
2025-26,1631114,FG3A,3,3.0,4.973100842424155,4.9704705288106625,23,32.43478260869565
2025-26,1631114,OREB,3,1.0,0.9071810327938569,0.8625228270583207,23,32.43478260869565
2025-26,1631114,PTS,4,25.0,21.663045867438846,21.782356140964374,23,32.43478260869565
2025-26,1631114,AST,4,8.0,5.082399762037873,5.175136962349924,23,32.43478260869565
2025-26,1631114,REB,4,3.0,5.421226412840398,5.394422426856277,23,32.43478260869565
2025-26,1631114,STL,4,2.0,1.5629745504761632,1.62271243734701,23,32.43478260869565
2025-26,1631114,BLK,4,0.0,0.6011440578754473,0.6724754244861484,23,32.43478260869565
2025-26,1631114,FG3M,4,1.0,1.7378528218581115,1.8127598399191827,23,32.43478260869565
2025-26,1631114,TOV,4,0.0,2.087609364622008,2.1928546450635276,23,32.43478260869565
2025-26,1631114,FG3A,4,3.0,4.973100842424155,4.9704705288106625,23,32.43478260869565
2025-26,1631114,OREB,4,1.0,0.9071810327938569,0.8625228270583207,23,32.43478260869565
2025-26,1631119,PTS,0,2.0,3.711801191639901,5.971477420755536,17,16.680851063829788
2025-26,1631119,AST,0,1.0,1.5743553041940137,2.577616152844117,17,16.680851063829788
2025-26,1631119,REB,0,0.0,3.378543499511241,5.6277952670429885,17,16.680851063829788
2025-26,1631119,STL,0,1.0,0.3447493366848205,0.47256296135475473,17,16.680851063829788
2025-26,1631119,BLK,0,0.0,0.35624098124098125,0.6229239036039949,17,16.680851063829788
2025-26,1631119,FG3M,0,0.0,0.804415118931248,1.3102882110290928,17,16.680851063829788
2025-26,1631119,TOV,0,0.0,0.5401072941395522,0.7518047112462007,17,16.680851063829788
2025-26,1631119,FG3A,0,4.0,2.045512730996602,3.286460594876249,17,16.680851063829788
2025-26,1631119,OREB,0,0.0,0.5975655169203556,1.0310464611376466,17,16.680851063829788
