subset,config,min_sample,k,cap,n_cases,n_moved,stat,mae,bias,rel_mae_vs_no_adjustment
all_treated,m5_k40_capnone,5.0,40.0,none,14709,10599,BLK,0.5925276768279637,-0.008103229685587486,1.0017578078839335
all_treated,m5_k40_capnone,5.0,40.0,none,14709,10599,FG3M,1.1120920031332948,-0.07568488708971152,1.0020892237861772
all_treated,m5_k40_capnone,5.0,40.0,none,14709,10599,TOV,1.0765169980633205,-0.034403820012938346,0.9999386813652166
all_treated,m5_k40_capnone,5.0,40.0,none,14709,10599,FG3A,1.7937992742840554,-0.1945542243422203,0.999174241167313
all_treated,m5_k40_capnone,5.0,40.0,none,14709,10599,OREB,0.9121159357774296,-0.024458685597169842,1.001934771305713
all_treated,m5_k40_capnone,5.0,40.0,none,14709,10599,POOLED,,,0.9996569080745108
all_treated,m5_k40_cap0.75-1.35,5.0,40.0,0.75-1.35,14709,10599,PTS,5.563460285112572,-0.7647732780583291,0.9952832062713425
all_treated,m5_k40_cap0.75-1.35,5.0,40.0,0.75-1.35,14709,10599,AST,1.6733082339576446,-0.22227942742687687,0.9972424994611006
all_treated,m5_k40_cap0.75-1.35,5.0,40.0,0.75-1.35,14709,10599,REB,2.0670584668821377,-0.15053821325835035,0.998208165366799
all_treated,m5_k40_cap0.75-1.35,5.0,40.0,0.75-1.35,14709,10599,STL,0.8177438058102333,-0.019570678020428077,1.00128282097163
all_treated,m5_k40_cap0.75-1.35,5.0,40.0,0.75-1.35,14709,10599,BLK,0.5925206963377598,-0.008115700708797578,1.001746006307673
all_treated,m5_k40_cap0.75-1.35,5.0,40.0,0.75-1.35,14709,10599,FG3M,1.1120938043699795,-0.07568433730028931,1.002090846853213
all_treated,m5_k40_cap0.75-1.35,5.0,40.0,0.75-1.35,14709,10599,TOV,1.0765169980633205,-0.034403820012938346,0.9999386813652166
all_treated,m5_k40_cap0.75-1.35,5.0,40.0,0.75-1.35,14709,10599,FG3A,1.7937967365481082,-0.1945543175265154,0.9991728276087138
all_treated,m5_k40_cap0.75-1.35,5.0,40.0,0.75-1.35,14709,10599,OREB,0.912118467110632,-0.024455685330846272,1.001937551907009
all_treated,m5_k40_cap0.75-1.35,5.0,40.0,0.75-1.35,14709,10599,POOLED,,,0.999655845123633
all_treated,m5_k40_cap0.85-1.20,5.0,40.0,0.85-1.20,14709,10599,PTS,5.563460137155254,-0.7647731301010107,0.995283179802306
all_treated,m5_k40_cap0.85-1.20,5.0,40.0,0.85-1.20,14709,10599,AST,1.6732845540554393,-0.22224744562627227,0.9972283869357553
all_treated,m5_k40_cap0.85-1.20,5.0,40.0,0.85-1.20,14709,10599,REB,2.0670584668821377,-0.15053821325835035,0.998208165366799
all_treated,m5_k40_cap0.85-1.20,5.0,40.0,0.85-1.20,14709,10599,STL,0.8177359016089261,-0.019565203183547188,1.001273142706963
all_treated,m5_k40_cap0.85-1.20,5.0,40.0,0.85-1.20,14709,10599,BLK,0.5925508937547055,-0.008077940499727616,1.0017970596160437
all_treated,m5_k40_cap0.85-1.20,5.0,40.0,0.85-1.20,14709,10599,FG3M,1.1120848355354256,-0.07570583131735857,1.0020827651725328
all_treated,m5_k40_cap0.85-1.20,5.0,40.0,0.85-1.20,14709,10599,TOV,1.0765075723511153,-0.03448274013260831,0.9999299261535011
all_treated,m5_k40_cap0.85-1.20,5.0,40.0,0.85-1.20,14709,10599,FG3A,1.7937939483667296,-0.19457994992255143,0.9991712745480937
all_treated,m5_k40_cap0.85-1.20,5.0,40.0,0.85-1.20,14709,10599,OREB,0.9120959797902222,-0.024507092141416924,1.0019128501916368
all_treated,m5_k40_cap0.85-1.20,5.0,40.0,0.85-1.20,14709,10599,POOLED,,,0.9996540833881812
all_treated,m5_k80_capnone,5.0,80.0,none,14709,10599,PTS,5.571283872994784,-0.8556605708478606,0.9966828182453491
all_treated,m5_k80_capnone,5.0,80.0,none,14709,10599,AST,1.6743990858317213,-0.24210949851061528,0.9978926150987157
all_treated,m5_k80_capnone,5.0,80.0,none,14709,10599,REB,2.067727324532147,-0.16870999216513963,0.9985311650198831
all_treated,m5_k80_capnone,5.0,80.0,none,14709,10599,STL,0.8169484836604458,-0.02164027518227179,1.0003089922491593
all_treated,m5_k80_capnone,5.0,80.0,none,14709,10599,BLK,0.591991031732297,-0.009315719816575344,1.0008505280459272
all_treated,m5_k80_capnone,5.0,80.0,none,14709,10599,FG3M,1.1105649301095377,-0.08482100069704089,1.0007132014636264
all_treated,m5_k80_capnone,5.0,80.0,none,14709,10599,TOV,1.076012961333719,-0.04244103064411111,0.9994704994194935
all_treated,m5_k80_capnone,5.0,80.0,none,14709,10599,FG3A,1.793608727807392,-0.22127893202009566,0.9990681038006874
all_treated,m5_k80_capnone,5.0,80.0,none,14709,10599,OREB,0.9110189930600985,-0.029011752764896974,1.0007298092964834
all_treated,m5_k80_capnone,5.0,80.0,none,14709,10599,POOLED,,,0.9993608591821472
all_treated,m5_k80_cap0.75-1.35,5.0,80.0,0.75-1.35,14709,10599,PTS,5.571283872994784,-0.8556605708478606,0.9966828182453491
all_treated,m5_k80_cap0.75-1.35,5.0,80.0,0.75-1.35,14709,10599,AST,1.6743990858317213,-0.24210949851061528,0.9978926150987157
all_treated,m5_k80_cap0.75-1.35,5.0,80.0,0.75-1.35,14709,10599,REB,2.067727324532147,-0.16870999216513963,0.9985311650198831
all_treated,m5_k80_cap0.75-1.35,5.0,80.0,0.75-1.35,14709,10599,STL,0.8169484836604458,-0.02164027518227179,1.0003089922491593
all_treated,m5_k80_cap0.75-1.35,5.0,80.0,0.75-1.35,14709,10599,BLK,0.5919912612238931,-0.009316072918092196,1.0008509160362393
all_treated,m5_k80_cap0.75-1.35,5.0,80.0,0.75-1.35,14709,10599,FG3M,1.1105654840256287,-0.08482044678094997,1.0007137005890083
all_treated,m5_k80_cap0.75-1.35,5.0,80.0,0.75-1.35,14709,10599,TOV,1.076012961333719,-0.04244103064411111,0.9994704994194935
all_treated,m5_k80_cap0.75-1.35,5.0,80.0,0.75-1.35,14709,10599,FG3A,1.7936112588598982,-0.22127553343036388,0.9990695136365055
all_treated,m5_k80_cap0.75-1.35,5.0,80.0,0.75-1.35,14709,10599,OREB,0.9110189930600985,-0.029011752764896974,1.0007298092964834
all_treated,m5_k80_cap0.75-1.35,5.0,80.0,0.75-1.35,14709,10599,POOLED,,,0.9993611143989819
all_treated,m5_k80_cap0.85-1.20,5.0,80.0,0.85-1.20,14709,10599,PTS,5.571283872994784,-0.8556605708478606,0.9966828182453491
all_treated,m5_k80_cap0.85-1.20,5.0,80.0,0.85-1.20,14709,10599,AST,1.6743990858317213,-0.24210949851061528,0.9978926150987157
all_treated,m5_k80_cap0.85-1.20,5.0,80.0,0.85-1.20,14709,10599,REB,2.067727324532147,-0.16870999216513963,0.9985311650198831
all_treated,m5_k80_cap0.85-1.20,5.0,80.0,0.85-1.20,14709,10599,STL,0.816948135121838,-0.021639686109014657,1.0003085654825876
all_treated,m5_k80_cap0.85-1.20,5.0,80.0,0.85-1.20,14709,10599,BLK,0.5919898634616046,-0.009319868420979016,1.0008485529073243
all_treated,m5_k80_cap0.85-1.20,5.0,80.0,0.85-1.20,14709,10599,FG3M,1.1105685501646616,-0.08482032193131457,1.0007164634403505
all_treated,m5_k80_cap0.85-1.20,5.0,80.0,0.85-1.20,14709,10599,TOV,1.076012961333719,-0.04244103064411111,0.9994704994194935
all_treated,m5_k80_cap0.85-1.20,5.0,80.0,0.85-1.20,14709,10599,FG3A,1.7936117668261942,-0.22127366938674034,0.9990697965816742
all_treated,m5_k80_cap0.85-1.20,5.0,80.0,0.85-1.20,14709,10599,OREB,0.9110210760372668,-0.029009330641248905,1.0007320973907607
all_treated,m5_k80_cap0.85-1.20,5.0,80.0,0.85-1.20,14709,10599,POOLED,,,0.9993613970651265
all_treated,m5_k160_capnone,5.0,160.0,none,14709,10599,PTS,5.578556217831181,-0.9127815028952609,0.9979838148041362
all_treated,m5_k160_capnone,5.0,160.0,none,14709,10599,AST,1.6757767832770356,-0.2545064581636338,0.9987136822613489
all_treated,m5_k160_capnone,5.0,160.0,none,14709,10599,REB,2.0688381344021036,-0.17987277480827168,0.9990675888802266
all_treated,m5_k160_capnone,5.0,160.0,none,14709,10599,STL,0.8167002469789383,-0.022893127892180627,1.0000050399318656
all_treated,m5_k160_capnone,5.0,160.0,none,14709,10599,BLK,0.5917262739480142,-0.010143580074259756,1.0004029148997817
all_treated,m5_k160_capnone,5.0,160.0,none,14709,10599,FG3M,1.1100396481310193,-0.0905972912337209,1.0002398778459407
all_treated,m5_k160_capnone,5.0,160.0,none,14709,10599,TOV,1.0760699700100287,-0.04750091548490522,0.9995234527687838
all_treated,m5_k160_capnone,5.0,160.0,none,14709,10599,FG3A,1.794158628041351,-0.23802829016553476,0.9993744068284903
all_treated,m5_k160_capnone,5.0,160.0,none,14709,10599,OREB,0.9106154652223915,-0.03185213916249708,1.0002865448429972
all_treated,m5_k160_capnone,5.0,160.0,none,14709,10599,POOLED,,,0.9995108136737302
all_treated,m5_k160_cap0.75-1.35,5.0,160.0,0.75-1.35,14709,10599,PTS,5.578556217831181,-0.9127815028952609,0.9979838148041362
all_treated,m5_k160_cap0.75-1.35,5.0,160.0,0.75-1.35,14709,10599,AST,1.6757767832770356,-0.2545064581636338,0.9987136822613489
all_treated,m5_k160_cap0.75-1.35,5.0,160.0,0.75-1.35,14709,10599,REB,2.0688381344021036,-0.17987277480827168,0.9990675888802266
all_treated,m5_k160_cap0.75-1.35,5.0,160.0,0.75-1.35,14709,10599,STL,0.8167002469789383,-0.022893127892180627,1.0000050399318656
all_treated,m5_k160_cap0.75-1.35,5.0,160.0,0.75-1.35,14709,10599,BLK,0.5917262739480142,-0.010143580074259756,1.0004029148997817
all_treated,m5_k160_cap0.75-1.35,5.0,160.0,0.75-1.35,14709,10599,FG3M,1.1100396481310193,-0.0905972912337209,1.0002398778459407
all_treated,m5_k160_cap0.75-1.35,5.0,160.0,0.75-1.35,14709,10599,TOV,1.0760699700100287,-0.04750091548490522,0.9995234527687838
all_treated,m5_k160_cap0.75-1.35,5.0,160.0,0.75-1.35,14709,10599,FG3A,1.794158628041351,-0.23802829016553476,0.9993744068284903
all_treated,m5_k160_cap0.75-1.35,5.0,160.0,0.75-1.35,14709,10599,OREB,0.9106154652223915,-0.03185213916249708,1.0002865448429972
all_treated,m5_k160_cap0.75-1.35,5.0,160.0,0.75-1.35,14709,10599,POOLED,,,0.9995108136737302
all_treated,m5_k160_cap0.85-1.20,5.0,160.0,0.85-1.20,14709,10599,PTS,5.578556217831181,-0.9127815028952609,0.9979838148041362
all_treated,m5_k160_cap0.85-1.20,5.0,160.0,0.85-1.20,14709,10599,AST,1.6757767832770356,-0.2545064581636338,0.9987136822613489
all_treated,m5_k160_cap0.85-1.20,5.0,160.0,0.85-1.20,14709,10599,REB,2.0688381344021036,-0.17987277480827168,0.9990675888802266
all_treated,m5_k160_cap0.85-1.20,5.0,160.0,0.85-1.20,14709,10599,STL,0.8167002469789383,-0.022893127892180627,1.0000050399318656
all_treated,m5_k160_cap0.85-1.20,5.0,160.0,0.85-1.20,14709,10599,BLK,0.5917260981819228,-0.010143888762152236,1.000402617740575
all_treated,m5_k160_cap0.85-1.20,5.0,160.0,0.85-1.20,14709,10599,FG3M,1.1100401614475612,-0.09059677791717914,1.0002403403876852
all_treated,m5_k160_cap0.85-1.20,5.0,160.0,0.85-1.20,14709,10599,TOV,1.0760699700100287,-0.04750091548490522,0.9995234527687838
all_treated,m5_k160_cap0.85-1.20,5.0,160.0,0.85-1.20,14709,10599,FG3A,1.7941601202853068,-0.2380263437451084,0.9993752380317044
all_treated,m5_k160_cap0.85-1.20,5.0,160.0,0.85-1.20,14709,10599,OREB,0.9106154652223915,-0.03185213916249708,1.0002865448429972
all_treated,m5_k160_cap0.85-1.20,5.0,160.0,0.85-1.20,14709,10599,POOLED,,,0.9995109244054802
all_treated,m5_k320_capnone,5.0,320.0,none,14709,10599,PTS,5.583640413719913,-0.9452910739696619,0.9988933593189033
all_treated,m5_k320_capnone,5.0,320.0,none,14709,10599,AST,1.6767173654613374,-0.2615498237044564,0.9992742415829291
all_treated,m5_k320_capnone,5.0,320.0,none,14709,10599,REB,2.069688193635345,-0.18613655657669284,0.9994780930247692
all_treated,m5_k320_capnone,5.0,320.0,none,14709,10599,STL,0.816657431024264,-0.02359835951695462,0.9999526141237163
all_treated,m5_k320_capnone,5.0,320.0,none,14709,10599,BLK,0.5916041407586811,-0.010606984325088834,1.0001964302395694
all_treated,m5_k320_capnone,5.0,320.0,none,14709,10599,FG3M,1.1098774703802938,-0.09389802816320891,1.0000937419364277
all_treated,m5_k320_capnone,5.0,320.0,none,14709,10599,TOV,1.0762586282147601,-0.05036362435017412,0.999698690723045
all_treated,m5_k320_capnone,5.0,320.0,none,14709,10599,FG3A,1.794626737057759,-0.24758125914040602,0.9996351508693417
all_treated,m5_k320_capnone,5.0,320.0,none,14709,10599,OREB,0.9104643361836445,-0.0334572790839088,1.0001205336672956
all_treated,m5_k320_capnone,5.0,320.0,none,14709,10599,POOLED,,,0.9997047617206665
all_treated,m5_k320_cap0.75-1.35,5.0,320.0,0.75-1.35,14709,10599,PTS,5.583640413719913,-0.9452910739696619,0.9988933593189033
all_treated,m5_k320_cap0.75-1.35,5.0,320.0,0.75-1.35,14709,10599,AST,1.6767173654613374,-0.2615498237044564,0.9992742415829291
all_treated,m5_k320_cap0.75-1.35,5.0,320.0,0.75-1.35,14709,10599,REB,2.069688193635345,-0.18613655657669284,0.9994780930247692
all_treated,m5_k320_cap0.75-1.35,5.0,320.0,0.75-1.35,14709,10599,STL,0.816657431024264,-0.02359835951695462,0.9999526141237163
all_treated,m5_k320_cap0.75-1.35,5.0,320.0,0.75-1.35,14709,10599,BLK,0.5916041407586811,-0.010606984325088834,1.0001964302395694
all_treated,m5_k320_cap0.75-1.35,5.0,320.0,0.75-1.35,14709,10599,FG3M,1.1098774703802938,-0.09389802816320891,1.0000937419364277
all_treated,m5_k320_cap0.75-1.35,5.0,320.0,0.75-1.35,14709,10599,TOV,1.0762586282147601,-0.05036362435017412,0.999698690723045
all_treated,m5_k320_cap0.75-1.35,5.0,320.0,0.75-1.35,14709,10599,FG3A,1.794626737057759,-0.24758125914040602,0.9996351508693417
all_treated,m5_k320_cap0.75-1.35,5.0,320.0,0.75-1.35,14709,10599,OREB,0.9104643361836445,-0.0334572790839088,1.0001205336672956
all_treated,m5_k320_cap0.75-1.35,5.0,320.0,0.75-1.35,14709,10599,POOLED,,,0.9997047617206665
all_treated,m5_k320_cap0.85-1.20,5.0,320.0,0.85-1.20,14709,10599,PTS,5.583640413719913,-0.9452910739696619,0.9988933593189033
all_treated,m5_k320_cap0.85-1.20,5.0,320.0,0.85-1.20,14709,10599,AST,1.6767173654613374,-0.2615498237044564,0.9992742415829291
all_treated,m5_k320_cap0.85-1.20,5.0,320.0,0.85-1.20,14709,10599,REB,2.069688193635345,-0.18613655657669284,0.9994780930247692
all_treated,m5_k320_cap0.85-1.20,5.0,320.0,0.85-1.20,14709,10599,STL,0.816657431024264,-0.02359835951695462,0.9999526141237163
all_treated,m5_k320_cap0.85-1.20,5.0,320.0,0.85-1.20,14709,10599,BLK,0.5916041407586811,-0.010606984325088834,1.0001964302395694
all_treated,m5_k320_cap0.85-1.20,5.0,320.0,0.85-1.20,14709,10599,FG3M,1.1098774703802938,-0.09389802816320891,1.0000937419364277
all_treated,m5_k320_cap0.85-1.20,5.0,320.0,0.85-1.20,14709,10599,TOV,1.0762586282147601,-0.05036362435017412,0.999698690723045
all_treated,m5_k320_cap0.85-1.20,5.0,320.0,0.85-1.20,14709,10599,FG3A,1.794626737057759,-0.24758125914040602,0.9996351508693417
all_treated,m5_k320_cap0.85-1.20,5.0,320.0,0.85-1.20,14709,10599,OREB,0.9104643361836445,-0.0334572790839088,1.0001205336672956
all_treated,m5_k320_cap0.85-1.20,5.0,320.0,0.85-1.20,14709,10599,POOLED,,,0.9997047617206665
all_treated,m8_k0_capnone,8.0,0.0,none,14709,8498,PTS,5.652898478971972,-0.3655650378249352,1.0112833802252579
all_treated,m8_k0_capnone,8.0,0.0,none,14709,8498,AST,1.6908407377465942,-0.14132967009248984,1.0076913561304726
all_treated,m8_k0_capnone,8.0,0.0,none,14709,8498,REB,2.09243965137489,-0.06761959496074046,1.0104650540873015
all_treated,m8_k0_capnone,8.0,0.0,none,14709,8498,STL,0.8266761094033436,-0.009295553941211083,1.0122199409790666
all_treated,m8_k0_capnone,8.0,0.0,none,14709,8498,BLK,0.5956909713268951,-0.0038350971491657527,1.0071058364855763
all_treated,m8_k0_capnone,8.0,0.0,none,14709,8498,FG3M,1.1282530014029926,-0.03844685428146102,1.0166516540222212
all_treated,m8_k0_capnone,8.0,0.0,none,14709,8498,TOV,1.0891305250552465,-0.004893258948422167,1.0116549418333391
all_treated,m8_k0_capnone,8.0,0.0,none,14709,8498,FG3A,1.8216304727951504,-0.07348266195172563,1.014676653868533
all_treated,m8_k0_capnone,8.0,0.0,none,14709,8498,OREB,0.9260672895631354,-0.005154625801763135,1.0172599574102317
all_treated,m8_k0_capnone,8.0,0.0,none,14709,8498,POOLED,,,1.0121120861157777
all_treated,m8_k0_cap0.75-1.35,8.0,0.0,0.75-1.35,14709,8498,PTS,5.648342568755325,-0.37846468100077574,1.0104683441334137
all_treated,m8_k0_cap0.75-1.35,8.0,0.0,0.75-1.35,14709,8498,AST,1.6886614948981995,-0.1478735490624872,1.0063925914791292
all_treated,m8_k0_cap0.75-1.35,8.0,0.0,0.75-1.35,14709,8498,REB,2.0909189390697662,-0.06996671335614994,1.009730683258189
all_treated,m8_k0_cap0.75-1.35,8.0,0.0,0.75-1.35,14709,8498,STL,0.8238814429718382,-0.00933212019490811,1.008798023908793
all_treated,m8_k0_cap0.75-1.35,8.0,0.0,0.75-1.35,14709,8498,BLK,0.595087198966442,-0.0031811263137236593,1.0060850678364115
all_treated,m8_k0_cap0.75-1.35,8.0,0.0,0.75-1.35,14709,8498,FG3M,1.1253809092896327,-0.04150740557637335,1.0140636554138236
all_treated,m8_k0_cap0.75-1.35,8.0,0.0,0.75-1.35,14709,8498,TOV,1.0868585352507178,-0.0068910117069438896,1.009544570614582
all_treated,m8_k0_cap0.75-1.35,8.0,0.0,0.75-1.35,14709,8498,FG3A,1.8203871232142057,-0.07511616442143325,1.013984088712634
all_treated,m8_k0_cap0.75-1.35,8.0,0.0,0.75-1.35,14709,8498,OREB,0.9227967159563703,-0.0064872964120818236,1.013667320454558
all_treated,m8_k0_cap0.75-1.35,8.0,0.0,0.75-1.35,14709,8498,POOLED,,,1.0103038162012814
all_treated,m8_k0_cap0.85-1.20,8.0,0.0,0.85-1.20,14709,8498,PTS,5.631562633500947,-0.4270494371032967,1.0074664735519534
all_treated,m8_k0_cap0.85-1.20,8.0,0.0,0.85-1.20,14709,8498,AST,1.6831555555192819,-0.1653517031211708,1.003111213525752
all_treated,m8_k0_cap0.85-1.20,8.0,0.0,0.85-1.20,14709,8498,REB,2.0860280849527792,-0.08291455691594768,1.0073688291580685
all_treated,m8_k0_cap0.85-1.20,8.0,0.0,0.85-1.20,14709,8498,STL,0.8213002372520565,-0.011752475202529422,1.0056374778719444
all_treated,m8_k0_cap0.85-1.20,8.0,0.0,0.85-1.20,14709,8498,BLK,0.5939286910652156,-0.004156561133579403,1.0041264347110164
all_treated,m8_k0_cap0.85-1.20,8.0,0.0,0.85-1.20,14709,8498,FG3M,1.1209175288359308,-0.04857044306506591,1.0100417710358127
all_treated,m8_k0_cap0.85-1.20,8.0,0.0,0.85-1.20,14709,8498,TOV,1.0831266996647104,-0.011667478519552979,1.00607820012377
all_treated,m8_k0_cap0.85-1.20,8.0,0.0,0.85-1.20,14709,8498,FG3A,1.8158217779364878,-0.08746821661203719,1.0114411200154527
all_treated,m8_k0_cap0.85-1.20,8.0,0.0,0.85-1.20,14709,8498,OREB,0.9186266549513588,-0.010771132152792337,1.0090866208356812
all_treated,m8_k0_cap0.85-1.20,8.0,0.0,0.85-1.20,14709,8498,POOLED,,,1.0071509045366056
all_treated,m8_k3_capnone,8.0,3.0,none,14709,8498,PTS,5.618450131109698,-0.4596393536067701,1.005120693632013
all_treated,m8_k3_capnone,8.0,3.0,none,14709,8498,AST,1.6836719532710231,-0.1597882302849838,1.0034189713997719
all_treated,m8_k3_capnone,8.0,3.0,none,14709,8498,REB,2.082439808521437,-0.08732418979527658,1.0056360059744254
all_treated,m8_k3_capnone,8.0,3.0,none,14709,8498,STL,0.8234681870583109,-0.011706237499926327,1.0082920145157048
all_treated,m8_k3_capnone,8.0,3.0,none,14709,8498,BLK,0.5946101567072337,-0.004950354636215219,1.0052785556234956
all_treated,m8_k3_capnone,8.0,3.0,none,14709,8498,FG3M,1.1232965920018496,-0.047010060188580165,1.0121855087432658
all_treated,m8_k3_capnone,8.0,3.0,none,14709,8498,TOV,1.084747496486023,-0.011370118899577472,1.007583701141571
all_treated,m8_k3_capnone,8.0,3.0,none,14709,8498,FG3A,1.8122150027435573,-0.1020060624097773,1.0094320898423885
all_treated,m8_k3_capnone,8.0,3.0,none,14709,8498,OREB,0.9218336050374749,-0.009644741647387193,1.0126093690687588
all_treated,m8_k3_capnone,8.0,3.0,none,14709,8498,POOLED,,,1.007728545549044
all_treated,m8_k3_cap0.75-1.35,8.0,3.0,0.75-1.35,14709,8498,PTS,5.6173684792015415,-0.46405894858225,1.0049271899627048
all_treated,m8_k3_cap0.75-1.35,8.0,3.0,0.75-1.35,14709,8498,AST,1.6834123261388028,-0.16226158775371788,1.0032642412639792
all_treated,m8_k3_cap0.75-1.35,8.0,3.0,0.75-1.35,14709,8498,REB,2.08228880823957,-0.08774995244125752,1.0055630860658948
all_treated,m8_k3_cap0.75-1.35,8.0,3.0,0.75-1.35,14709,8498,STL,0.8224071914702089,-0.011440208871409578,1.0069928831154484
all_treated,m8_k3_cap0.75-1.35,8.0,3.0,0.75-1.35,14709,8498,BLK,0.5945831456106841,-0.004293883750602422,1.0052328892724942
all_treated,m8_k3_cap0.75-1.35,8.0,3.0,0.75-1.35,14709,8498,FG3M,1.1222827585155113,-0.048188879362050255,1.0112719587775159
all_treated,m8_k3_cap0.75-1.35,8.0,3.0,0.75-1.35,14709,8498,TOV,1.0839407397930556,-0.012701132108840161,1.0068343332958243
all_treated,m8_k3_cap0.75-1.35,8.0,3.0,0.75-1.35,14709,8498,FG3A,1.8118100173974938,-0.102556940892649,1.0092065066728344
all_treated,m8_k3_cap0.75-1.35,8.0,3.0,0.75-1.35,14709,8498,OREB,0.9205289600901957,-0.010238072666430516,1.011176251758103
all_treated,m8_k3_cap0.75-1.35,8.0,3.0,0.75-1.35,14709,8498,POOLED,,,1.0071632600205334
all_treated,m8_k3_cap0.85-1.20,8.0,3.0,0.85-1.20,14709,8498,PTS,5.611070800085601,-0.4903812218427138,1.0038005576257483
all_treated,m8_k3_cap0.85-1.20,8.0,3.0,0.85-1.20,14709,8498,AST,1.6811324847098064,-0.17342532433721666,1.00190552281696
all_treated,m8_k3_cap0.85-1.20,8.0,3.0,0.85-1.20,14709,8498,REB,2.080521726536797,-0.09504164239426473,1.004709740399655
all_treated,m8_k3_cap0.85-1.20,8.0,3.0,0.85-1.20,14709,8498,STL,0.8206507396254725,-0.013017970729083858,1.0048422033481392
all_treated,m8_k3_cap0.85-1.20,8.0,3.0,0.85-1.20,14709,8498,BLK,0.5936992248632407,-0.004850913081891897,1.0037384873315716
all_treated,m8_k3_cap0.85-1.20,8.0,3.0,0.85-1.20,14709,8498,FG3M,1.119394156293376,-0.052829202730482056,1.0086690831607046
all_treated,m8_k3_cap0.85-1.20,8.0,3.0,0.85-1.20,14709,8498,TOV,1.0818294946762996,-0.015415595015757478,1.0048732721496596
all_treated,m8_k3_cap0.85-1.20,8.0,3.0,0.85-1.20,14709,8498,FG3A,1.8099889776782232,-0.10758990448796837,1.0081921590779153
all_treated,m8_k3_cap0.85-1.20,8.0,3.0,0.85-1.20,14709,8498,OREB,0.9176273949479488,-0.012765607329560943,1.0079889606548642
all_treated,m8_k3_cap0.85-1.20,8.0,3.0,0.85-1.20,14709,8498,POOLED,,,1.0054133318405798
all_treated,m8_k5_capnone,8.0,5.0,none,14709,8498,PTS,5.604949596947266,-0.5069810661655048,1.00270549621189
all_treated,m8_k5_capnone,8.0,5.0,none,14709,8498,AST,1.6810269807238698,-0.16909532122978457,1.0018426455439606
all_treated,m8_k5_capnone,8.0,5.0,none,14709,8498,REB,2.0784175779665564,-0.09744721743924108,1.0036936209634557
all_treated,m8_k5_capnone,8.0,5.0,none,14709,8498,STL,0.8221226836581345,-0.012891640957149071,1.0066445187712145
all_treated,m8_k5_capnone,8.0,5.0,none,14709,8498,BLK,0.59417429348514,-0.005448637640306336,1.004541662811603
all_treated,m8_k5_capnone,8.0,5.0,none,14709,8498,FG3M,1.121151130090396,-0.0513204481238902,1.0102522655804216
all_treated,m8_k5_capnone,8.0,5.0,none,14709,8498,TOV,1.0829312605564834,-0.014713643880475993,1.0058966636273474
all_treated,m8_k5_capnone,8.0,5.0,none,14709,8498,FG3A,1.8084617673072756,-0.11633708374955563,1.0073414790239257
all_treated,m8_k5_capnone,8.0,5.0,none,14709,8498,OREB,0.9200381485186797,-0.011871267694170897,1.0106371084755752
all_treated,m8_k5_capnone,8.0,5.0,none,14709,8498,POOLED,,,1.0059506067788215
all_treated,m8_k5_cap0.75-1.35,8.0,5.0,0.75-1.35,14709,8498,PTS,5.6044929556777765,-0.5094583357442382,1.0026238047171148
all_treated,m8_k5_cap0.75-1.35,8.0,5.0,0.75-1.35,14709,8498,AST,1.681066356320432,-0.17017789209330553,1.00186611224157
all_treated,m8_k5_cap0.75-1.35,8.0,5.0,0.75-1.35,14709,8498,REB,2.078390303111019,-0.09767334248094854,1.0036804495975062
all_treated,m8_k5_cap0.75-1.35,8.0,5.0,0.75-1.35,14709,8498,STL,0.8215851509628479,-0.012600493379980772,1.0059863392170842
all_treated,m8_k5_cap0.75-1.35,8.0,5.0,0.75-1.35,14709,8498,BLK,0.5943097305215891,-0.004857806278887991,1.0047706396409486
all_treated,m8_k5_cap0.75-1.35,8.0,5.0,0.75-1.35,14709,8498,FG3M,1.1206584133311548,-0.0519179123859542,1.009808285987525
all_treated,m8_k5_cap0.75-1.35,8.0,5.0,0.75-1.35,14709,8498,TOV,1.0824569381841314,-0.015711101119042257,1.0054560823003411
all_treated,m8_k5_cap0.75-1.35,8.0,5.0,0.75-1.35,14709,8498,FG3A,1.8081917029613284,-0.11657834722678856,1.0071910489608764
all_treated,m8_k5_cap0.75-1.35,8.0,5.0,0.75-1.35,14709,8498,OREB,0.9192795477009144,-0.012256562730163463,1.0098038059237322
all_treated,m8_k5_cap0.75-1.35,8.0,5.0,0.75-1.35,14709,8498,POOLED,,,1.0056873965096331
all_treated,m8_k5_cap0.85-1.20,8.0,5.0,0.85-1.20,14709,8498,PTS,5.601488264145839,-0.5274033237778618,1.0020862761164764
all_treated,m8_k5_cap0.85-1.20,8.0,5.0,0.85-1.20,14709,8498,AST,1.6798819263163736,-0.17865415593477357,1.0011602267903938
all_treated,m8_k5_cap0.85-1.20,8.0,5.0,0.85-1.20,14709,8498,REB,2.0776074011479837,-0.10222567241540846,1.0033023765315021
all_treated,m8_k5_cap0.85-1.20,8.0,5.0,0.85-1.20,14709,8498,STL,0.8202932998651641,-0.013807254684636665,1.004404537799362
all_treated,m8_k5_cap0.85-1.20,8.0,5.0,0.85-1.20,14709,8498,BLK,0.5935977836351466,-0.005234052933674653,1.003566985566745
all_treated,m8_k5_cap0.85-1.20,8.0,5.0,0.85-1.20,14709,8498,FG3M,1.1184837784476163,-0.05539570513132711,1.007848755502346
