subset,config,min_sample,k,cap,n_cases,n_moved,stat,mae,bias,rel_mae_vs_no_adjustment
prod_applied,m3_k3_cap0.85-1.20,3.0,3.0,0.85-1.20,12180,12180,POOLED,,,1.0111306191355842
prod_applied,m3_k5_capnone,3.0,5.0,none,12180,12180,PTS,5.5793115264578645,-0.17378223982554541,1.0030039971794789
prod_applied,m3_k5_capnone,3.0,5.0,none,12180,12180,AST,1.681178389235814,-0.10508309773252017,1.0026395367918788
prod_applied,m3_k5_capnone,3.0,5.0,none,12180,12180,REB,2.0892848204821677,-0.029889107273591464,1.0100746488182315
prod_applied,m3_k5_capnone,3.0,5.0,none,12180,12180,STL,0.8242967474300369,-0.008074302303596705,1.016374699547869
prod_applied,m3_k5_capnone,3.0,5.0,none,12180,12180,BLK,0.5960557972443036,-0.002639663960293034,1.0108932966014894
prod_applied,m3_k5_capnone,3.0,5.0,none,12180,12180,FG3M,1.1323099161356451,-0.013194067841550623,1.0210056524518043
prod_applied,m3_k5_capnone,3.0,5.0,none,12180,12180,TOV,1.0826700698472342,0.005795824048681658,1.011876800448206
prod_applied,m3_k5_capnone,3.0,5.0,none,12180,12180,FG3A,1.8146922312303102,-0.014097566175977296,1.0140021448951864
prod_applied,m3_k5_capnone,3.0,5.0,none,12180,12180,OREB,0.9250622984915602,0.007839267997787879,1.016645346255157
prod_applied,m3_k5_capnone,3.0,5.0,none,12180,12180,POOLED,,,1.0118351247765889
prod_applied,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,12180,12180,PTS,5.5781260809644255,-0.17820942749440644,1.0027908872710753
prod_applied,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,12180,12180,AST,1.6809287492339944,-0.10714202219275355,1.002490653759958
prod_applied,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,12180,12180,REB,2.089092702268366,-0.030326776910747765,1.0099817683572074
prod_applied,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,12180,12180,STL,0.8224666906378777,-0.007568206589120139,1.0141182022026043
prod_applied,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,12180,12180,BLK,0.5958019787046047,-0.0021735753561344406,1.0104628277401497
prod_applied,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,12180,12180,FG3M,1.1308407173543955,-0.01493344762374364,1.0196808735738176
prod_applied,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,12180,12180,TOV,1.0814732981584372,0.0041235435442835994,1.0107582828674089
prod_applied,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,12180,12180,FG3A,1.8140895690590344,-0.014598333569153781,1.0136653931728812
prod_applied,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,12180,12180,OREB,0.9239485364307909,0.007136280141834332,1.0154213194866215
prod_applied,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,12180,12180,POOLED,,,1.0110411342701915
prod_applied,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,12180,12180,PTS,5.571650818988075,-0.20959872272539729,1.0016268164687434
prod_applied,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,12180,12180,AST,1.6785369107066195,-0.12002873753023117,1.0010641829651137
prod_applied,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,12180,12180,REB,2.0859313490104445,-0.03762974110928718,1.008453397141143
prod_applied,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,12180,12180,STL,0.8190595271127026,-0.008764326258437734,1.0099171000934342
prod_applied,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,12180,12180,BLK,0.5945647026906182,-0.0021072708136900984,1.008364443605028
prod_applied,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,12180,12180,FG3M,1.1265423115104414,-0.02128278382728717,1.0158049941872036
prod_applied,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,12180,12180,TOV,1.0782006933862915,0.0005136775386109961,1.0076996660845163
prod_applied,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,12180,12180,FG3A,1.8123558198919214,-0.020457995666605385,1.0126966198768326
prod_applied,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,12180,12180,OREB,0.9206257231000656,0.00454710862237414,1.0117695408824507
prod_applied,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,12180,12180,POOLED,,,1.0085996401449406
prod_applied,m3_k10_capnone,3.0,10.0,none,12180,12180,PTS,5.539307462349078,-0.34969901779066115,0.9958123865274724
prod_applied,m3_k10_capnone,3.0,10.0,none,12180,12180,AST,1.6736105847977645,-0.13874355066183758,0.9981261668931933
prod_applied,m3_k10_capnone,3.0,10.0,none,12180,12180,REB,2.0730165142197934,-0.06729652151627195,1.002209659050564
prod_applied,m3_k10_capnone,3.0,10.0,none,12180,12180,STL,0.8187266738587177,-0.011952555536927416,1.009506685243361
prod_applied,m3_k10_capnone,3.0,10.0,none,12180,12180,BLK,0.5940376914215084,-0.003944229412416928,1.0074706478200703
prod_applied,m3_k10_capnone,3.0,10.0,none,12180,12180,FG3M,1.1233403534419084,-0.0286788750952764,1.012917783503716
prod_applied,m3_k10_capnone,3.0,10.0,none,12180,12180,TOV,1.0761675301364118,-0.006047737335730492,1.0057994466350515
prod_applied,m3_k10_capnone,3.0,10.0,none,12180,12180,FG3A,1.800146436652787,-0.0661910345477399,1.005874338622046
prod_applied,m3_k10_capnone,3.0,10.0,none,12180,12180,OREB,0.9191493967466642,0.0006344938965324056,1.0101470552193912
prod_applied,m3_k10_capnone,3.0,10.0,none,12180,12180,POOLED,,,1.0053182410572072
prod_applied,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,12180,12180,PTS,5.539132559088198,-0.35042504291399684,0.9957809438182869
prod_applied,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,12180,12180,AST,1.6735650426205118,-0.13888165860995524,0.9980990059519169
prod_applied,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,12180,12180,REB,2.0730218234673172,-0.0672924124147137,1.0022122258314432
prod_applied,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,12180,12180,STL,0.8185058172316902,-0.01182542781238124,1.0092343645182846
prod_applied,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,12180,12180,BLK,0.5939641093322718,-0.0038147072679122645,1.0073458547367666
prod_applied,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,12180,12180,FG3M,1.1232074576686824,-0.028994024656374486,1.0127979511736116
prod_applied,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,12180,12180,TOV,1.0759997797414886,-0.006748874240812052,1.0056426650469978
prod_applied,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,12180,12180,FG3A,1.799911569636393,-0.06636986780838956,1.005743101129379
prod_applied,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,12180,12180,OREB,0.9189077958888677,0.00031814774426987513,1.009881535385613
prod_applied,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,12180,12180,POOLED,,,1.0051930719547
prod_applied,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,12180,12180,PTS,5.537900503466054,-0.3602686729203194,0.9955594547137804
prod_applied,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,12180,12180,AST,1.6732816609763306,-0.14502966084530805,0.997929999710654
prod_applied,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,12180,12180,REB,2.0725777552194646,-0.06904987668141999,1.0019975389323168
prod_applied,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,12180,12180,STL,0.8172055844697539,-0.012176621846987479,1.0076311510070395
prod_applied,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,12180,12180,BLK,0.5935308505480291,-0.003685436953276892,1.0066110604394716
prod_applied,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,12180,12180,FG3M,1.1217919146076187,-0.032073235245510964,1.0115215537438624
prod_applied,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,12180,12180,TOV,1.0748682237296565,-0.008807236004960688,1.0045850988422331
prod_applied,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,12180,12180,FG3A,1.7995395464422106,-0.06777623146511604,1.0055352243829203
prod_applied,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,12180,12180,OREB,0.9175484403080014,-0.0009654598642988641,1.0083876008393158
prod_applied,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,12180,12180,POOLED,,,1.0044176314012883
prod_applied,m3_k20_capnone,3.0,20.0,none,12180,12180,PTS,5.522981672951682,-0.5403801787740383,0.9928774666999906
prod_applied,m3_k20_capnone,3.0,20.0,none,12180,12180,AST,1.6696431997300358,-0.17734630861802236,0.9957600544377563
prod_applied,m3_k20_capnone,3.0,20.0,none,12180,12180,REB,2.0640425634636856,-0.10841099310408099,0.997871160024665
prod_applied,m3_k20_capnone,3.0,20.0,none,12180,12180,STL,0.8148488697568861,-0.01607254502710847,1.0047252737053527
prod_applied,m3_k20_capnone,3.0,20.0,none,12180,12180,BLK,0.5924033448426994,-0.005454025195109083,1.0046988435553021
prod_applied,m3_k20_capnone,3.0,20.0,none,12180,12180,FG3M,1.1162894839075148,-0.04631288976889718,1.0065600032293147
prod_applied,m3_k20_capnone,3.0,20.0,none,12180,12180,TOV,1.0716109024327694,-0.019875175793075114,1.0015407661838167
prod_applied,m3_k20_capnone,3.0,20.0,none,12180,12180,FG3A,1.7903042847028228,-0.12349536763613074,1.0003748037610396
prod_applied,m3_k20_capnone,3.0,20.0,none,12180,12180,OREB,0.9146270405176818,-0.0077055466532930765,1.0051769765319343
prod_applied,m3_k20_capnone,3.0,20.0,none,12180,12180,POOLED,,,1.0010650386810191
prod_applied,m3_k20_cap0.75-1.35,3.0,20.0,0.75-1.35,12180,12180,PTS,5.522981672951682,-0.5403801787740383,0.9928774666999906
prod_applied,m3_k20_cap0.75-1.35,3.0,20.0,0.75-1.35,12180,12180,AST,1.6696400891777845,-0.17734319806577103,0.9957581993326179
prod_applied,m3_k20_cap0.75-1.35,3.0,20.0,0.75-1.35,12180,12180,REB,2.0640425634636856,-0.10841099310408099,0.997871160024665
prod_applied,m3_k20_cap0.75-1.35,3.0,20.0,0.75-1.35,12180,12180,STL,0.8148432746166107,-0.016058062311950894,1.0047183747832908
prod_applied,m3_k20_cap0.75-1.35,3.0,20.0,0.75-1.35,12180,12180,BLK,0.592389189141458,-0.005477098036823024,1.0046748358976971
prod_applied,m3_k20_cap0.75-1.35,3.0,20.0,0.75-1.35,12180,12180,FG3M,1.116273174410443,-0.04632949801498471,1.006545296929863
prod_applied,m3_k20_cap0.75-1.35,3.0,20.0,0.75-1.35,12180,12180,TOV,1.0716026066332744,-0.01991864341014794,1.0015330128272921
prod_applied,m3_k20_cap0.75-1.35,3.0,20.0,0.75-1.35,12180,12180,FG3A,1.7902580910904118,-0.12355500953877684,1.0003489919890713
prod_applied,m3_k20_cap0.75-1.35,3.0,20.0,0.75-1.35,12180,12180,OREB,0.9146107506373432,-0.007730589668249368,1.0051590739203324
prod_applied,m3_k20_cap0.75-1.35,3.0,20.0,0.75-1.35,12180,12180,POOLED,,,1.001054045822758
prod_applied,m3_k20_cap0.85-1.20,3.0,20.0,0.85-1.20,12180,12180,PTS,5.522845530974802,-0.5419080557752993,0.9928529921843902
prod_applied,m3_k20_cap0.85-1.20,3.0,20.0,0.85-1.20,12180,12180,AST,1.6694009042928342,-0.17805695668608978,0.995615551637531
prod_applied,m3_k20_cap0.85-1.20,3.0,20.0,0.85-1.20,12180,12180,REB,2.0640762761952005,-0.10846076293504359,0.9978874586045005
prod_applied,m3_k20_cap0.85-1.20,3.0,20.0,0.85-1.20,12180,12180,STL,0.8146345194887695,-0.016173253734802086,1.0044609754534983
prod_applied,m3_k20_cap0.85-1.20,3.0,20.0,0.85-1.20,12180,12180,BLK,0.5922645150728448,-0.005372265888821898,1.004463392303316
prod_applied,m3_k20_cap0.85-1.20,3.0,20.0,0.85-1.20,12180,12180,FG3M,1.1160717961804214,-0.04694241919720168,1.0063637138595365
prod_applied,m3_k20_cap0.85-1.20,3.0,20.0,0.85-1.20,12180,12180,TOV,1.0714215457757656,-0.020954660511705667,1.0013637911167406
prod_applied,m3_k20_cap0.85-1.20,3.0,20.0,0.85-1.20,12180,12180,FG3A,1.7901606874088503,-0.12387459023968563,1.0002945653814492
prod_applied,m3_k20_cap0.85-1.20,3.0,20.0,0.85-1.20,12180,12180,OREB,0.9142868344768726,-0.008199406754790478,1.0048030894016073
prod_applied,m3_k20_cap0.85-1.20,3.0,20.0,0.85-1.20,12180,12180,POOLED,,,1.0009006144380632
prod_applied,m3_k40_capnone,3.0,40.0,none,12180,12180,PTS,5.525691879177849,-0.7086540938396664,0.9933646858963261
prod_applied,m3_k40_capnone,3.0,40.0,none,12180,12180,AST,1.66944316551297,-0.21259786893394575,0.9956407558457534
prod_applied,m3_k40_capnone,3.0,40.0,none,12180,12180,REB,2.0626756033526927,-0.14339054352159472,0.9972102966801732
prod_applied,m3_k40_capnone,3.0,40.0,none,12180,12180,STL,0.8123686102651099,-0.01981949067126845,1.001667063171811
prod_applied,m3_k40_capnone,3.0,40.0,none,12180,12180,BLK,0.5911524123366105,-0.007089637841051069,1.0025772984067565
prod_applied,m3_k40_capnone,3.0,40.0,none,12180,12180,FG3M,1.1120979037970495,-0.06266426736046929,1.0027804487765062
prod_applied,m3_k40_capnone,3.0,40.0,none,12180,12180,TOV,1.0694999752345162,-0.033654974227947956,0.9995678675890963
prod_applied,m3_k40_capnone,3.0,40.0,none,12180,12180,FG3A,1.787064001154891,-0.1730735538185866,0.9985642187973052
prod_applied,m3_k40_capnone,3.0,40.0,none,12180,12180,OREB,0.9118634216482895,-0.015592371636934239,1.0021397537773455
prod_applied,m3_k40_capnone,3.0,40.0,none,12180,12180,POOLED,,,0.9992791543267859
prod_applied,m3_k40_cap0.75-1.35,3.0,40.0,0.75-1.35,12180,12180,PTS,5.525691879177849,-0.7086540938396664,0.9933646858963261
prod_applied,m3_k40_cap0.75-1.35,3.0,40.0,0.75-1.35,12180,12180,AST,1.66944316551297,-0.21259786893394575,0.9956407558457534
prod_applied,m3_k40_cap0.75-1.35,3.0,40.0,0.75-1.35,12180,12180,REB,2.0626756033526927,-0.14339054352159472,0.9972102966801732
prod_applied,m3_k40_cap0.75-1.35,3.0,40.0,0.75-1.35,12180,12180,STL,0.8123678655402254,-0.019818745946383914,1.0016661449108413
prod_applied,m3_k40_cap0.75-1.35,3.0,40.0,0.75-1.35,12180,12180,BLK,0.5911413169515941,-0.007108383006104227,1.0025584809564638
prod_applied,m3_k40_cap0.75-1.35,3.0,40.0,0.75-1.35,12180,12180,FG3M,1.112098843141466,-0.06266475972086799,1.0027812957848607
prod_applied,m3_k40_cap0.75-1.35,3.0,40.0,0.75-1.35,12180,12180,TOV,1.0694999752345162,-0.033654974227947956,0.9995678675890963
prod_applied,m3_k40_cap0.75-1.35,3.0,40.0,0.75-1.35,12180,12180,FG3A,1.787057626375721,-0.17307697647047818,0.9985606567388798
prod_applied,m3_k40_cap0.75-1.35,3.0,40.0,0.75-1.35,12180,12180,OREB,0.9118665504414062,-0.015588676543548344,1.00214319232734
prod_applied,m3_k40_cap0.75-1.35,3.0,40.0,0.75-1.35,12180,12180,POOLED,,,0.9992770418588593
prod_applied,m3_k40_cap0.85-1.20,3.0,40.0,0.85-1.20,12180,12180,PTS,5.525691700499343,-0.7086539151611609,0.9933646537749337
prod_applied,m3_k40_cap0.85-1.20,3.0,40.0,0.85-1.20,12180,12180,AST,1.6694145688231887,-0.21255924657720576,0.9956237010394463
prod_applied,m3_k40_cap0.85-1.20,3.0,40.0,0.85-1.20,12180,12180,REB,2.0626756033526927,-0.14339054352159472,0.9972102966801732
prod_applied,m3_k40_cap0.85-1.20,3.0,40.0,0.85-1.20,12180,12180,STL,0.8123581399017514,-0.019813891602701597,1.0016541530002667
prod_applied,m3_k40_cap0.85-1.20,3.0,40.0,0.85-1.20,12180,12180,BLK,0.5911601759904344,-0.007085820031997331,1.0025904653378457
prod_applied,m3_k40_cap0.85-1.20,3.0,40.0,0.85-1.20,12180,12180,FG3M,1.1120821189403234,-0.06268813550082644,1.0027662155460886
prod_applied,m3_k40_cap0.85-1.20,3.0,40.0,0.85-1.20,12180,12180,TOV,1.0694885653159962,-0.03375023473633347,0.9995572037385226
prod_applied,m3_k40_cap0.85-1.20,3.0,40.0,0.85-1.20,12180,12180,FG3A,1.7870437561942676,-0.17311156659249377,0.9985529064473969
prod_applied,m3_k40_cap0.85-1.20,3.0,40.0,0.85-1.20,12180,12180,OREB,0.9118368138950994,-0.015651284819139896,1.0021105118025087
prod_applied,m3_k40_cap0.85-1.20,3.0,40.0,0.85-1.20,12180,12180,POOLED,,,0.9992700119296869
prod_applied,m3_k80_capnone,3.0,80.0,none,12180,12180,PTS,5.5372932732943205,-0.8297207056999306,0.9954502917307548
prod_applied,m3_k80_capnone,3.0,80.0,none,12180,12180,AST,1.6715057157814748,-0.23874354129126962,0.9968708421108782
prod_applied,m3_k80_capnone,3.0,80.0,none,12180,12180,REB,2.064002398752987,-0.1676677842881907,0.9978517422049135
prod_applied,m3_k80_capnone,3.0,80.0,none,12180,12180,STL,0.811315856235957,-0.022571400655344406,1.0003689959849464
prod_applied,m3_k80_capnone,3.0,80.0,none,12180,12180,BLK,0.5903779011212476,-0.008630676519196984,1.0012637499111745
prod_applied,m3_k80_capnone,3.0,80.0,none,12180,12180,FG3M,1.1100434527149083,-0.07485991933353589,1.0009279469678931
prod_applied,m3_k80_capnone,3.0,80.0,none,12180,12180,TOV,1.0689833677594458,-0.04423529584021733,0.9990850398712896
prod_applied,m3_k80_capnone,3.0,80.0,none,12180,12180,FG3A,1.7870908970193236,-0.20838408440214368,0.9985792474968026
prod_applied,m3_k80_capnone,3.0,80.0,none,12180,12180,OREB,0.9105797802591068,-0.021610627301974234,1.0007290292815996
prod_applied,m3_k80_capnone,3.0,80.0,none,12180,12180,POOLED,,,0.9990140983955836
prod_applied,m3_k80_cap0.75-1.35,3.0,80.0,0.75-1.35,12180,12180,PTS,5.5372932732943205,-0.8297207056999306,0.9954502917307548
prod_applied,m3_k80_cap0.75-1.35,3.0,80.0,0.75-1.35,12180,12180,AST,1.6715057157814748,-0.23874354129126962,0.9968708421108782
prod_applied,m3_k80_cap0.75-1.35,3.0,80.0,0.75-1.35,12180,12180,REB,2.064002398752987,-0.1676677842881907,0.9978517422049135
prod_applied,m3_k80_cap0.75-1.35,3.0,80.0,0.75-1.35,12180,12180,STL,0.811315856235957,-0.022571400655344406,1.0003689959849464
prod_applied,m3_k80_cap0.75-1.35,3.0,80.0,0.75-1.35,12180,12180,BLK,0.5903780681439342,-0.00863121305661691,1.0012640331767935
prod_applied,m3_k80_cap0.75-1.35,3.0,80.0,0.75-1.35,12180,12180,FG3M,1.1100441186831236,-0.07485925336532052,1.000928547472492
prod_applied,m3_k80_cap0.75-1.35,3.0,80.0,0.75-1.35,12180,12180,TOV,1.0689833677594458,-0.04423529584021733,0.9990850398712896
prod_applied,m3_k80_cap0.75-1.35,3.0,80.0,0.75-1.35,12180,12180,FG3A,1.7870939447265943,-0.20837998902614946,0.998580950475223
prod_applied,m3_k80_cap0.75-1.35,3.0,80.0,0.75-1.35,12180,12180,OREB,0.9105797802591068,-0.021610627301974234,1.0007290292815996
prod_applied,m3_k80_cap0.75-1.35,3.0,80.0,0.75-1.35,12180,12180,POOLED,,,0.999014385812099
prod_applied,m3_k80_cap0.85-1.20,3.0,80.0,0.85-1.20,12180,12180,PTS,5.5372932732943205,-0.8297207056999306,0.9954502917307548
prod_applied,m3_k80_cap0.85-1.20,3.0,80.0,0.85-1.20,12180,12180,AST,1.6715057157814748,-0.23874354129126962,0.9968708421108782
prod_applied,m3_k80_cap0.85-1.20,3.0,80.0,0.85-1.20,12180,12180,REB,2.064002398752987,-0.1676677842881907,0.9978517422049135
prod_applied,m3_k80_cap0.85-1.20,3.0,80.0,0.85-1.20,12180,12180,STL,0.8113154353283722,-0.02257068926958586,1.000368476997311
prod_applied,m3_k80_cap0.85-1.20,3.0,80.0,0.85-1.20,12180,12180,BLK,0.5903740534167573,-0.008638416151042282,1.0012572243162647
prod_applied,m3_k80_cap0.85-1.20,3.0,80.0,0.85-1.20,12180,12180,FG3M,1.1100474310712447,-0.0748594562228498,1.0009315342581298
prod_applied,m3_k80_cap0.85-1.20,3.0,80.0,0.85-1.20,12180,12180,TOV,1.0689833677594458,-0.04423529584021733,0.9990850398712896
prod_applied,m3_k80_cap0.85-1.20,3.0,80.0,0.85-1.20,12180,12180,FG3A,1.7870934898680868,-0.2083788062375792,0.9985806963122887
prod_applied,m3_k80_cap0.85-1.20,3.0,80.0,0.85-1.20,12180,12180,OREB,0.9105823230770611,-0.02160767491870218,1.0007318238436997
prod_applied,m3_k80_cap0.85-1.20,3.0,80.0,0.85-1.20,12180,12180,POOLED,,,0.9990141857383922
prod_applied,m3_k160_capnone,3.0,160.0,none,12180,12180,PTS,5.547370867730964,-0.9046867436764766,0.9972619610476543
prod_applied,m3_k160_capnone,3.0,160.0,none,12180,12180,AST,1.6736170515996613,-0.25487936480045814,0.9981300236351666
prod_applied,m3_k160_capnone,3.0,160.0,none,12180,12180,REB,2.0656642642483565,-0.18237545546133202,0.998655178955213
prod_applied,m3_k160_capnone,3.0,160.0,none,12180,12180,STL,0.8110064740422382,-0.024227926839977727,0.9999875214308289
prod_applied,m3_k160_capnone,3.0,160.0,none,12180,12180,BLK,0.5899849581925282,-0.009694797679103284,1.000597330132312
prod_applied,m3_k160_capnone,3.0,160.0,none,12180,12180,FG3M,1.1093480188133884,-0.08246504587083751,1.000300873112723
prod_applied,m3_k160_capnone,3.0,160.0,none,12180,12180,TOV,1.0691717671355545,-0.05081112490958645,0.9992611202518346
prod_applied,m3_k160_capnone,3.0,160.0,none,12180,12180,FG3A,1.7879448113320986,-0.23021470507999345,0.9990563922874228
prod_applied,m3_k160_capnone,3.0,160.0,none,12180,12180,OREB,0.9101479857155087,-0.025323217350573864,1.0002544862005518
prod_applied,m3_k160_capnone,3.0,160.0,none,12180,12180,POOLED,,,0.9992783207837452
prod_applied,m3_k160_cap0.75-1.35,3.0,160.0,0.75-1.35,12180,12180,PTS,5.547370867730964,-0.9046867436764766,0.9972619610476543
prod_applied,m3_k160_cap0.75-1.35,3.0,160.0,0.75-1.35,12180,12180,AST,1.6736170515996613,-0.25487936480045814,0.9981300236351666
prod_applied,m3_k160_cap0.75-1.35,3.0,160.0,0.75-1.35,12180,12180,REB,2.0656642642483565,-0.18237545546133202,0.998655178955213
prod_applied,m3_k160_cap0.75-1.35,3.0,160.0,0.75-1.35,12180,12180,STL,0.8110064740422382,-0.024227926839977727,0.9999875214308289
prod_applied,m3_k160_cap0.75-1.35,3.0,160.0,0.75-1.35,12180,12180,BLK,0.5899849581925282,-0.009694797679103284,1.000597330132312
prod_applied,m3_k160_cap0.75-1.35,3.0,160.0,0.75-1.35,12180,12180,FG3M,1.1093480188133884,-0.08246504587083751,1.000300873112723
prod_applied,m3_k160_cap0.75-1.35,3.0,160.0,0.75-1.35,12180,12180,TOV,1.0691717671355545,-0.05081112490958645,0.9992611202518346
prod_applied,m3_k160_cap0.75-1.35,3.0,160.0,0.75-1.35,12180,12180,FG3A,1.7879448113320986,-0.23021470507999345,0.9990563922874228
prod_applied,m3_k160_cap0.75-1.35,3.0,160.0,0.75-1.35,12180,12180,OREB,0.9101479857155087,-0.025323217350573864,1.0002544862005518
prod_applied,m3_k160_cap0.75-1.35,3.0,160.0,0.75-1.35,12180,12180,POOLED,,,0.9992783207837452
prod_applied,m3_k160_cap0.85-1.20,3.0,160.0,0.85-1.20,12180,12180,PTS,5.547370867730964,-0.9046867436764766,0.9972619610476543
prod_applied,m3_k160_cap0.85-1.20,3.0,160.0,0.85-1.20,12180,12180,AST,1.6736170515996613,-0.25487936480045814,0.9981300236351666
prod_applied,m3_k160_cap0.85-1.20,3.0,160.0,0.85-1.20,12180,12180,REB,2.0656642642483565,-0.18237545546133202,0.998655178955213
prod_applied,m3_k160_cap0.85-1.20,3.0,160.0,0.85-1.20,12180,12180,STL,0.8110064740422382,-0.024227926839977727,0.9999875214308289
prod_applied,m3_k160_cap0.85-1.20,3.0,160.0,0.85-1.20,12180,12180,BLK,0.589984747299915,-0.009695169092797738,1.0005969724645736
prod_applied,m3_k160_cap0.85-1.20,3.0,160.0,0.85-1.20,12180,12180,FG3M,1.1093486379560156,-0.08246442672821036,1.0003014313946148
prod_applied,m3_k160_cap0.85-1.20,3.0,160.0,0.85-1.20,12180,12180,TOV,1.0691717671355545,-0.05081112490958645,0.9992611202518346
prod_applied,m3_k160_cap0.85-1.20,3.0,160.0,0.85-1.20,12180,12180,FG3A,1.7879466111489215,-0.2302123567835559,0.999057397977582
prod_applied,m3_k160_cap0.85-1.20,3.0,160.0,0.85-1.20,12180,12180,OREB,0.9101479857155087,-0.025323217350573864,1.0002544862005518
prod_applied,m3_k160_cap0.85-1.20,3.0,160.0,0.85-1.20,12180,12180,POOLED,,,0.9992784548175578
prod_applied,m3_k320_capnone,3.0,320.0,none,12180,12180,PTS,5.554253975423663,-0.9470117772132355,0.9984993510905036
prod_applied,m3_k320_capnone,3.0,320.0,none,12180,12180,AST,1.6750126863393844,-0.2639807714124223,0.9989623675303333
prod_applied,m3_k320_capnone,3.0,320.0,none,12180,12180,REB,2.066901663739146,-0.19056899743279376,0.999253405603803
prod_applied,m3_k320_capnone,3.0,320.0,none,12180,12180,STL,0.8109589442590391,-0.02515120913237227,0.9999289162388648
prod_applied,m3_k320_capnone,3.0,320.0,none,12180,12180,BLK,0.5898042595370795,-0.010286797357126223,1.0002908704680615
prod_applied,m3_k320_capnone,3.0,320.0,none,12180,12180,FG3M,1.1091407748156592,-0.08677466927297821,1.0001140008703246
prod_applied,m3_k320_capnone,3.0,320.0,none,12180,12180,TOV,1.0694789065758603,-0.05450485563006829,0.999548176560865
prod_applied,m3_k320_capnone,3.0,320.0,none,12180,12180,FG3A,1.7886697393558253,-0.242572748257782,0.9994614629425471
prod_applied,m3_k320_capnone,3.0,320.0,none,12180,12180,OREB,0.9100025165993938,-0.027404241160792094,1.0000946153462718
prod_applied,m3_k320_capnone,3.0,320.0,none,12180,12180,POOLED,,,0.9995725740723971
prod_applied,m3_k320_cap0.75-1.35,3.0,320.0,0.75-1.35,12180,12180,PTS,5.554253975423663,-0.9470117772132355,0.9984993510905036
prod_applied,m3_k320_cap0.75-1.35,3.0,320.0,0.75-1.35,12180,12180,AST,1.6750126863393844,-0.2639807714124223,0.9989623675303333
prod_applied,m3_k320_cap0.75-1.35,3.0,320.0,0.75-1.35,12180,12180,REB,2.066901663739146,-0.19056899743279376,0.999253405603803
prod_applied,m3_k320_cap0.75-1.35,3.0,320.0,0.75-1.35,12180,12180,STL,0.8109589442590391,-0.02515120913237227,0.9999289162388648
prod_applied,m3_k320_cap0.75-1.35,3.0,320.0,0.75-1.35,12180,12180,BLK,0.5898042595370795,-0.010286797357126223,1.0002908704680615
prod_applied,m3_k320_cap0.75-1.35,3.0,320.0,0.75-1.35,12180,12180,FG3M,1.1091407748156592,-0.08677466927297821,1.0001140008703246
prod_applied,m3_k320_cap0.75-1.35,3.0,320.0,0.75-1.35,12180,12180,TOV,1.0694789065758603,-0.05450485563006829,0.999548176560865
prod_applied,m3_k320_cap0.75-1.35,3.0,320.0,0.75-1.35,12180,12180,FG3A,1.7886697393558253,-0.242572748257782,0.9994614629425471
prod_applied,m3_k320_cap0.75-1.35,3.0,320.0,0.75-1.35,12180,12180,OREB,0.9100025165993938,-0.027404241160792094,1.0000946153462718
