row_type,subset,variant,mpg_source,quality,strength,fold,stat,n_cases,n_moved,mae,bias,rel_mae_vs_reference,fitted_s,ci_lo,ci_hi
eval,single_out,prod_prev_q_s0.10,prod_prev,True,0.1,,STL,9729,9222.0,0.8130434947621045,0.019091312205552605,1.0022100590335747,,,
eval,single_out,prod_prev_q_s0.10,prod_prev,True,0.1,,BLK,9729,9222.0,0.5975292313818877,0.016400538576317677,1.0031767205201059,,,
eval,single_out,prod_prev_q_s0.10,prod_prev,True,0.1,,FG3M,9729,9222.0,1.0880333843156327,-0.023725067806183817,1.0023988470158494,,,
eval,single_out,prod_prev_q_s0.10,prod_prev,True,0.1,,TOV,9729,9222.0,1.0607607401789576,0.02092610428211197,1.0029832901080302,,,
eval,single_out,prod_prev_q_s0.10,prod_prev,True,0.1,,FG3A,9729,9222.0,1.7529914081735407,-0.047979448864993134,1.0016014691888364,,,
eval,single_out,prod_prev_q_s0.10,prod_prev,True,0.1,,OREB,9729,9222.0,0.9092997383608855,0.004643818130981809,1.0027304129381729,,,
eval,single_out,prod_prev_q_s0.10,prod_prev,True,0.1,,POOLED,9729,9222.0,,,1.0022694589422674,,,
eval,single_out,prod_prev_q_s0.15,prod_prev,True,0.15,,PTS,9729,9222.0,5.482946687299875,-0.1004404515329037,1.0024279281984427,,,
eval,single_out,prod_prev_q_s0.15,prod_prev,True,0.15,,AST,9729,9222.0,1.6430955713066822,-0.06259664037487185,1.0032324480970503,,,
eval,single_out,prod_prev_q_s0.15,prod_prev,True,0.15,,REB,9729,9222.0,2.0458923543525014,-0.0018506191510701936,1.0033637420844823,,,
eval,single_out,prod_prev_q_s0.15,prod_prev,True,0.15,,STL,9729,9222.0,0.8140126585264853,0.025443519661743744,1.00340471304627,,,
eval,single_out,prod_prev_q_s0.15,prod_prev,True,0.15,,BLK,9729,9222.0,0.5984973413475929,0.020150117048156627,1.0048020558668853,,,
eval,single_out,prod_prev_q_s0.15,prod_prev,True,0.15,,FG3M,9729,9222.0,1.089530469797344,-0.01241392509749264,1.003778103187934,,,
eval,single_out,prod_prev_q_s0.15,prod_prev,True,0.15,,TOV,9729,9222.0,1.0624636610735398,0.032519243926540424,1.0045934564131611,,,
eval,single_out,prod_prev_q_s0.15,prod_prev,True,0.15,,FG3A,9729,9222.0,1.7551030363198017,-0.017324464196920512,1.0028079838607362,,,
eval,single_out,prod_prev_q_s0.15,prod_prev,True,0.15,,OREB,9729,9222.0,0.9106253043066813,0.012392781276479931,1.004192180969252,,,
eval,single_out,prod_prev_q_s0.15,prod_prev,True,0.15,,POOLED,9729,9222.0,,,1.0036225124138014,,,
eval,single_out,prod_prev_q_s0.20,prod_prev,True,0.2,,PTS,9729,9222.0,5.4907677177744985,0.0005013883483481334,1.0038578197918104,,,
eval,single_out,prod_prev_q_s0.20,prod_prev,True,0.2,,AST,9729,9222.0,1.6454278310614665,-0.039319457365334945,1.0046564667020847,,,
eval,single_out,prod_prev_q_s0.20,prod_prev,True,0.2,,REB,9729,9222.0,2.0491877492093273,0.03216024289450206,1.0049798973568536,,,
eval,single_out,prod_prev_q_s0.20,prod_prev,True,0.2,,STL,9729,9222.0,0.8150276032913852,0.031795727117934894,1.0046557996846839,,,
eval,single_out,prod_prev_q_s0.20,prod_prev,True,0.2,,BLK,9729,9222.0,0.599482960810905,0.023899695519995594,1.006456787466542,,,
eval,single_out,prod_prev_q_s0.20,prod_prev,True,0.2,,FG3M,9729,9222.0,1.0911404887840264,-0.001102782388801433,1.0052614043432007,,,
eval,single_out,prod_prev_q_s0.20,prod_prev,True,0.2,,TOV,9729,9222.0,1.0642532032798553,0.04411238357096891,1.006285525945801,,,
eval,single_out,prod_prev_q_s0.20,prod_prev,True,0.2,,FG3A,9729,9222.0,1.7576109170345553,0.013330520471152175,1.004240904180103,,,
eval,single_out,prod_prev_q_s0.20,prod_prev,True,0.2,,OREB,9729,9222.0,0.9120293983935269,0.020141744421978084,1.0057405459187951,,,
eval,single_out,prod_prev_q_s0.20,prod_prev,True,0.2,,POOLED,9729,9222.0,,,1.0051261279322083,,,
eval,single_out,prod_prev_q_s0.35,prod_prev,True,0.35,,PTS,9729,9222.0,5.523317693843783,0.3033269079921028,1.009808817847221,,,
eval,single_out,prod_prev_q_s0.35,prod_prev,True,0.35,,AST,9729,9222.0,1.6538874368473764,0.03051209166327559,1.0098216872593924,,,
eval,single_out,prod_prev_q_s0.35,prod_prev,True,0.35,,REB,9729,9222.0,2.0615497310175535,0.13419282903121857,1.0110425644860868,,,
eval,single_out,prod_prev_q_s0.35,prod_prev,True,0.35,,STL,9729,9222.0,0.8183306319461553,0.05085234948650833,1.0087273266871295,,,
eval,single_out,prod_prev_q_s0.35,prod_prev,True,0.35,,BLK,9729,9222.0,0.6025682601887232,0.03514843093551247,1.01163661859297,,,
eval,single_out,prod_prev_q_s0.35,prod_prev,True,0.35,,FG3M,9729,9222.0,1.0966393749774321,0.03283064573727213,1.0103274963028774,,,
eval,single_out,prod_prev_q_s0.35,prod_prev,True,0.35,,TOV,9729,9222.0,1.0701791630949644,0.07889180250425432,1.0118887109499928,,,
eval,single_out,prod_prev_q_s0.35,prod_prev,True,0.35,,FG3A,9729,9222.0,1.767963156524675,0.10529547447537013,1.0101558323619257,,,
eval,single_out,prod_prev_q_s0.35,prod_prev,True,0.35,,OREB,9729,9222.0,0.9165481776038257,0.043388633858472477,1.0107236303214004,,,
eval,single_out,prod_prev_q_s0.35,prod_prev,True,0.35,,POOLED,9729,9222.0,,,1.0104591872009996,,,
eval,single_out,prod_prev_q_s0.50,prod_prev,True,0.5,,PTS,9729,9222.0,5.569261550730594,0.6061524276358576,1.0182085721944902,,,
eval,single_out,prod_prev_q_s0.50,prod_prev,True,0.5,,AST,9729,9222.0,1.6647709399819746,0.10034364069188617,1.0164668780104766,,,
eval,single_out,prod_prev_q_s0.50,prod_prev,True,0.5,,REB,9729,9222.0,2.0782061975370825,0.23622541516793516,1.0192113689402333,,,
eval,single_out,prod_prev_q_s0.50,prod_prev,True,0.5,,STL,9729,9222.0,0.8220922979071738,0.06990897185508177,1.0133641997316154,,,
eval,single_out,prod_prev_q_s0.50,prod_prev,True,0.5,,BLK,9729,9222.0,0.6057699267214194,0.046397166351029334,1.0170118155938617,,,
eval,single_out,prod_prev_q_s0.50,prod_prev,True,0.5,,FG3M,9729,9222.0,1.1028541029461187,0.06676407386334571,1.0160530891386588,,,
eval,single_out,prod_prev_q_s0.50,prod_prev,True,0.5,,TOV,9729,9222.0,1.0768394633984704,0.11367122143753972,1.018186238430498,,,
eval,single_out,prod_prev_q_s0.50,prod_prev,True,0.5,,FG3A,9729,9222.0,1.782831823946964,0.19726042847958808,1.0186512984923397,,,
eval,single_out,prod_prev_q_s0.50,prod_prev,True,0.5,,OREB,9729,9222.0,0.9214809827901198,0.06663552329496687,1.0161632819266153,,,
eval,single_out,prod_prev_q_s0.50,prod_prev,True,0.5,,POOLED,9729,9222.0,,,1.017035193606532,,,
eval,single_out,prod_prev_noq_s0.05,prod_prev,False,0.05,,PTS,9729,9222.0,5.4714332750914565,-0.31290595192573534,1.000322971392404,,,
eval,single_out,prod_prev_noq_s0.05,prod_prev,False,0.05,,AST,9729,9222.0,1.6389031139376184,-0.11163422611120039,1.0006726400473192,,,
eval,single_out,prod_prev_noq_s0.05,prod_prev,False,0.05,,REB,9729,9222.0,2.040704426807948,-0.0734857611127515,1.0008194350080655,,,
eval,single_out,prod_prev_noq_s0.05,prod_prev,False,0.05,,STL,9729,9222.0,0.811979131893796,0.012045763346127671,1.0008980564409058,,,
eval,single_out,prod_prev_noq_s0.05,prod_prev,False,0.05,,BLK,9729,9222.0,0.5964241591514307,0.01226987847401939,1.001321442689557,,,
eval,single_out,prod_prev_noq_s0.05,prod_prev,False,0.05,,FG3M,9729,9222.0,1.0865089197092639,-0.03624600205541711,1.0009943666150005,,,
eval,single_out,prod_prev_noq_s0.05,prod_prev,False,0.05,,TOV,9729,9222.0,1.0588947749343538,0.008065259672367904,1.0012189601424017,,,
eval,single_out,prod_prev_noq_s0.05,prod_prev,False,0.05,,FG3A,9729,9222.0,1.7512672835173038,-0.08193141615249169,1.0006163612295504,,,
eval,single_out,prod_prev_noq_s0.05,prod_prev,False,0.05,,OREB,9729,9222.0,0.9079655366448179,-0.003957292275996057,1.0012591218102254,,,
eval,single_out,prod_prev_noq_s0.05,prod_prev,False,0.05,,POOLED,9729,9222.0,,,1.0009025950417143,,,
eval,single_out,prod_prev_noq_s0.10,prod_prev,False,0.1,,PTS,9729,9222.0,5.474281274101584,-0.22254593267481243,1.0008436610707927,,,
eval,single_out,prod_prev_noq_s0.10,prod_prev,False,0.1,,AST,9729,9222.0,1.640201615276232,-0.09084026281891841,1.0014654720039888,,,
eval,single_out,prod_prev_noq_s0.10,prod_prev,False,0.1,,REB,9729,9222.0,2.042660146915498,-0.0430883169377163,1.0017785757181847,,,
eval,single_out,prod_prev_noq_s0.10,prod_prev,False,0.1,,STL,9729,9222.0,0.8127450248856439,0.017704629399085015,1.0018421457368885,,,
eval,single_out,prod_prev_noq_s0.10,prod_prev,False,0.1,,BLK,9729,9222.0,0.5972249670996739,0.015638375315399015,1.0026658989087567,,,
eval,single_out,prod_prev_noq_s0.10,prod_prev,False,0.1,,FG3M,9729,9222.0,1.087668277406234,-0.02614465088726801,1.0020624761376258,,,
eval,single_out,prod_prev_noq_s0.10,prod_prev,False,0.1,,TOV,9729,9222.0,1.0602445357892143,0.01839069435148079,1.002495202306906,,,
eval,single_out,prod_prev_noq_s0.10,prod_prev,False,0.1,,FG3A,9729,9222.0,1.7526562742866143,-0.05457341410384492,1.0014099847400506,,,
eval,single_out,prod_prev_noq_s0.10,prod_prev,False,0.1,,OREB,9729,9222.0,0.9091489501248174,0.002939523608022345,1.0025641311898779,,,
eval,single_out,prod_prev_noq_s0.10,prod_prev,False,0.1,,POOLED,9729,9222.0,,,1.001903060868119,,,
eval,single_out,prod_prev_noq_s0.15,prod_prev,False,0.15,,PTS,9729,9222.0,5.478261010010129,-0.1321859134238894,1.0015712622402189,,,
eval,single_out,prod_prev_noq_s0.15,prod_prev,False,0.15,,AST,9729,9222.0,1.6416910215492566,-0.0700462995266364,1.0023748656677485,,,
eval,single_out,prod_prev_noq_s0.15,prod_prev,False,0.15,,REB,9729,9222.0,2.0449326031724837,-0.01269087276268108,1.0028930528356548,,,
eval,single_out,prod_prev_noq_s0.15,prod_prev,False,0.15,,STL,9729,9222.0,0.8135452491411997,0.023363495452042374,1.0028285539715862,,,
eval,single_out,prod_prev_noq_s0.15,prod_prev,False,0.15,,BLK,9729,9222.0,0.5980394383935959,0.019006872156778654,1.0040332941735957,,,
eval,single_out,prod_prev_noq_s0.15,prod_prev,False,0.15,,FG3M,9729,9222.0,1.0889287527490448,-0.016043299719118907,1.0032237447609411,,,
eval,single_out,prod_prev_noq_s0.15,prod_prev,False,0.15,,TOV,9729,9222.0,1.0616460992921233,0.028716129030593666,1.0038204255360441,,,
eval,single_out,prod_prev_noq_s0.15,prod_prev,False,0.15,,FG3A,9729,9222.0,1.7543745160766837,-0.027215412055198136,1.0023917314236515,,,
eval,single_out,prod_prev_noq_s0.15,prod_prev,False,0.15,,OREB,9729,9222.0,0.9103731319848631,0.00983633949204075,1.0039140979062962,,,
eval,single_out,prod_prev_noq_s0.15,prod_prev,False,0.15,,POOLED,9729,9222.0,,,1.0030056698350822,,,
eval,single_out,prod_prev_noq_s0.20,prod_prev,False,0.2,,PTS,9729,9222.0,5.483519075849358,-0.0418258941729664,1.0025325759910453,,,
eval,single_out,prod_prev_noq_s0.20,prod_prev,False,0.2,,AST,9729,9222.0,1.6433652955599232,-0.0492523362343544,1.0033971348794963,,,
eval,single_out,prod_prev_noq_s0.20,prod_prev,False,0.2,,REB,9729,9222.0,2.0475166132642286,0.01770657141235414,1.0041603248061088,,,
eval,single_out,prod_prev_noq_s0.20,prod_prev,False,0.2,,STL,9729,9222.0,0.8143810055785758,0.029022361504999716,1.0038587614744277,,,
eval,single_out,prod_prev_noq_s0.20,prod_prev,False,0.2,,BLK,9729,9222.0,0.5988621935351721,0.022375368998158285,1.0054145969808386,,,
eval,single_out,prod_prev_noq_s0.20,prod_prev,False,0.2,,FG3M,9729,9222.0,1.0902684622239558,-0.005941948550969811,1.0044580113306492,,,
eval,single_out,prod_prev_noq_s0.20,prod_prev,False,0.2,,TOV,9729,9222.0,1.0631104496030188,0.039041563709706545,1.0052050157052137,,,
eval,single_out,prod_prev_noq_s0.20,prod_prev,False,0.2,,FG3A,9729,9222.0,1.7563797638899228,0.00014258999344863725,1.0035374638821584,,,
eval,single_out,prod_prev_noq_s0.20,prod_prev,False,0.2,,OREB,9729,9222.0,0.9116287691487068,0.016733155376059145,1.0052987519633523,,,
eval,single_out,prod_prev_noq_s0.20,prod_prev,False,0.2,,POOLED,9729,9222.0,,,1.0042069596681433,,,
eval,single_out,prod_prev_noq_s0.35,prod_prev,False,0.35,,PTS,9729,9222.0,5.50599134179853,0.2292541635798024,1.0066411016218946,,,
eval,single_out,prod_prev_noq_s0.35,prod_prev,False,0.35,,AST,9729,9222.0,1.6494353306117324,0.013129553642491562,1.00710334420256,,,
eval,single_out,prod_prev_noq_s0.35,prod_prev,False,0.35,,REB,9729,9222.0,2.057171658610902,0.10889890393745973,1.0088954333803326,,,
eval,single_out,prod_prev_noq_s0.35,prod_prev,False,0.35,,STL,9729,9222.0,0.8170451277372622,0.045998959663871755,1.0071427309583862,,,
eval,single_out,prod_prev_noq_s0.35,prod_prev,False,0.35,,BLK,9729,9222.0,0.6014009072546448,0.03248085952229717,1.00967677926362,,,
eval,single_out,prod_prev_noq_s0.35,prod_prev,False,0.35,,FG3M,9729,9222.0,1.0946951663923332,0.02436210495347747,1.0085363082086929,,,
eval,single_out,prod_prev_noq_s0.35,prod_prev,False,0.35,,TOV,9729,9222.0,1.0678525521864044,0.07001786774704519,1.009688825739804,,,
eval,single_out,prod_prev_noq_s0.35,prod_prev,False,0.35,,FG3A,9729,9222.0,1.7641585512496905,0.0822165961393889,1.0079820064005776,,,
eval,single_out,prod_prev_noq_s0.35,prod_prev,False,0.35,,OREB,9729,9222.0,0.9156403088146073,0.03742360302811435,1.0097224778878282,,,
eval,single_out,prod_prev_noq_s0.35,prod_prev,False,0.35,,POOLED,9729,9222.0,,,1.0083765564070775,,,
eval,single_out,prod_prev_noq_s0.50,prod_prev,False,0.5,,PTS,9729,9222.0,5.538599481519063,0.5003342213325712,1.0126027335338323,,,
eval,single_out,prod_prev_noq_s0.50,prod_prev,False,0.5,,AST,9729,9222.0,1.6572207585597607,0.07551144351933754,1.0118569288851431,,,
eval,single_out,prod_prev_noq_s0.50,prod_prev,False,0.5,,REB,9729,9222.0,2.070156600401139,0.20009123646256533,1.015263617785384,,,
eval,single_out,prod_prev_noq_s0.50,prod_prev,False,0.5,,STL,9729,9222.0,0.819988301591876,0.0629755578227438,1.010770677632311,,,
eval,single_out,prod_prev_noq_s0.50,prod_prev,False,0.5,,BLK,9729,9222.0,0.60404968503968,0.042586350046436065,1.0141237453235616,,,
eval,single_out,prod_prev_noq_s0.50,prod_prev,False,0.5,,FG3M,9729,9222.0,1.099699968186248,0.054666158457924746,1.0131472030765178,,,
eval,single_out,prod_prev_noq_s0.50,prod_prev,False,0.5,,TOV,9729,9222.0,1.073148890057226,0.10099417178438383,1.0146966830086392,,,
eval,single_out,prod_prev_noq_s0.50,prod_prev,False,0.5,,FG3A,9729,9222.0,1.7747689184000865,0.16429060228532924,1.0140444202132854,,,
eval,single_out,prod_prev_noq_s0.50,prod_prev,False,0.5,,OREB,9729,9222.0,0.9200042462364555,0.058114050680169546,1.0145348104866851,,,
eval,single_out,prod_prev_noq_s0.50,prod_prev,False,0.5,,POOLED,9729,9222.0,,,1.013448979993929,,,
eval,single_out,loso_perstat_pit_q,pit,True,per_stat_loso,,PTS,9729,9729.0,5.469656242795838,-0.4726557827242421,0.9999980828052936,,,
eval,single_out,loso_perstat_pit_q,pit,True,per_stat_loso,,AST,9729,9729.0,1.6372356508978465,-0.15139521901425343,0.9996545294415121,,,
eval,single_out,loso_perstat_pit_q,pit,True,per_stat_loso,,REB,9729,9729.0,2.0368170053141745,-0.17925122278399702,0.9989129330512279,,,
eval,single_out,loso_perstat_pit_q,pit,True,per_stat_loso,,STL,9729,9729.0,0.8052053184292755,-0.054768743199308634,0.992548215336592,,,
eval,single_out,loso_perstat_pit_q,pit,True,per_stat_loso,,BLK,9729,9729.0,0.5749663758445738,-0.09780302072421104,0.9652965127666787,,,
eval,single_out,loso_perstat_pit_q,pit,True,per_stat_loso,,FG3M,9729,9729.0,1.079737333854264,-0.12462891852105265,0.994755743838007,,,
eval,single_out,loso_perstat_pit_q,pit,True,per_stat_loso,,TOV,9729,9729.0,1.0501231254548953,-0.07924820450009756,0.9929250843216418,,,
eval,single_out,loso_perstat_pit_q,pit,True,per_stat_loso,,FG3A,9729,9729.0,1.7489179297579187,-0.1546328387166503,0.9992740179835582,,,
eval,single_out,loso_perstat_pit_q,pit,True,per_stat_loso,,OREB,9729,9729.0,0.8979172903711475,-0.09851667137941403,0.9901784168344773,,,
eval,single_out,loso_perstat_pit_q,pit,True,per_stat_loso,,POOLED,9729,9729.0,,,0.9926159484865543,,,
eval,single_out,loso_uniform_pit_q,pit,True,uniform_loso,,PTS,9729,9729.0,5.471594489729376,-0.7552209078969809,1.0003524456996882,,,
eval,single_out,loso_uniform_pit_q,pit,True,uniform_loso,,AST,9729,9729.0,1.6349770848113447,-0.21351547250915923,0.9982755063197176,,,
eval,single_out,loso_uniform_pit_q,pit,True,uniform_loso,,REB,9729,9729.0,2.0367557671042293,-0.22252449581175685,0.9988829000930625,,,
eval,single_out,loso_uniform_pit_q,pit,True,uniform_loso,,STL,9729,9729.0,0.8086410582972055,-0.015767579274043625,0.9967833307738905,,,
eval,single_out,loso_uniform_pit_q,pit,True,uniform_loso,,BLK,9729,9729.0,0.5924999008388989,-0.0041827417194821815,0.9947331046172336,,,
eval,single_out,loso_uniform_pit_q,pit,True,uniform_loso,,FG3M,9729,9729.0,1.0819975715756098,-0.08576304428051827,0.9968380877426326,,,
eval,single_out,loso_uniform_pit_q,pit,True,uniform_loso,,TOV,9729,9729.0,1.0529547273648063,-0.042667949572031516,0.9956024547147049,,,
eval,single_out,loso_uniform_pit_q,pit,True,uniform_loso,,FG3A,9729,9729.0,1.748875238437388,-0.21617138482546203,0.9992496255711563,,,
eval,single_out,loso_uniform_pit_q,pit,True,uniform_loso,,OREB,9729,9729.0,0.9031767031498484,-0.03787105893053016,0.9959782350076416,,,
eval,single_out,loso_uniform_pit_q,pit,True,uniform_loso,,POOLED,9729,9729.0,,,0.9974106322821921,,,
eval,single_out,loso_perstat_pit_noq,pit,False,per_stat_loso,,PTS,9729,9729.0,5.469996514973914,-0.474062271089489,1.0000602935751488,,,
eval,single_out,loso_perstat_pit_noq,pit,False,per_stat_loso,,AST,9729,9729.0,1.6374218597014703,-0.15458483084534858,0.999768223810348,,,
eval,single_out,loso_perstat_pit_noq,pit,False,per_stat_loso,,REB,9729,9729.0,2.0364989652600185,-0.18885947264595904,0.9987569571719536,,,
eval,single_out,loso_perstat_pit_noq,pit,False,per_stat_loso,,STL,9729,9729.0,0.8050592964219537,-0.06292958245762813,0.9923682191549351,,,
eval,single_out,loso_perstat_pit_noq,pit,False,per_stat_loso,,BLK,9729,9729.0,0.5727161706008935,-0.12224889310977181,0.9615187000701655,,,
eval,single_out,loso_perstat_pit_noq,pit,False,per_stat_loso,,FG3M,9729,9729.0,1.0788770862763848,-0.1372302047627359,0.9939632027334373,,,
eval,single_out,loso_perstat_pit_noq,pit,False,per_stat_loso,,TOV,9729,9729.0,1.0496677418892353,-0.08880119086975674,0.9924945045597346,,,
eval,single_out,loso_perstat_pit_noq,pit,False,per_stat_loso,,FG3A,9729,9729.0,1.7486901663841465,-0.16580020759644956,0.9991438815044323,,,
eval,single_out,loso_perstat_pit_noq,pit,False,per_stat_loso,,OREB,9729,9729.0,0.8948178234872282,-0.11518032704812263,0.9867604792971773,,,
eval,single_out,loso_perstat_pit_noq,pit,False,per_stat_loso,,POOLED,9729,9729.0,,,0.9916482735419259,,,
eval,single_out,loso_uniform_pit_noq,pit,False,uniform_loso,,PTS,9729,9729.0,5.474955771864255,-0.7970577418970805,1.000966977133007,,,
eval,single_out,loso_uniform_pit_noq,pit,False,uniform_loso,,AST,9729,9729.0,1.635646280477792,-0.2229107360485028,0.9986841002070299,,,
eval,single_out,loso_uniform_pit_noq,pit,False,uniform_loso,,REB,9729,9729.0,2.036003761224799,-0.2362661438101214,0.9985140950424696,,,
eval,single_out,loso_uniform_pit_noq,pit,False,uniform_loso,,STL,9729,9729.0,0.8085705591097578,-0.018166557736947246,0.9966964289103754,,,
eval,single_out,loso_uniform_pit_noq,pit,False,uniform_loso,,BLK,9729,9729.0,0.5923389846147559,-0.005831100173062502,0.9944629464366188,,,
eval,single_out,loso_uniform_pit_noq,pit,False,uniform_loso,,FG3M,9729,9729.0,1.0815278163131827,-0.09031754344951992,0.996405304943663,,,
eval,single_out,loso_uniform_pit_noq,pit,False,uniform_loso,,TOV,9729,9729.0,1.0528353412866918,-0.04713717727010743,0.9954895713500733,,,
eval,single_out,loso_uniform_pit_noq,pit,False,uniform_loso,,FG3A,9729,9729.0,1.7487469353426386,-0.22837715373915057,0.9991763174148223,,,
eval,single_out,loso_uniform_pit_noq,pit,False,uniform_loso,,OREB,9729,9729.0,0.9024655968012387,-0.040834682311569864,0.9951940623828153,,,
eval,single_out,loso_uniform_pit_noq,pit,False,uniform_loso,,POOLED,9729,9729.0,,,0.9972877559800972,,,
eval,single_out,loso_perstat_prod_prev_q,prod_prev,True,per_stat_loso,,PTS,9729,9222.0,5.469712606507462,-0.4749669370644873,1.0000083875851669,,,
eval,single_out,loso_perstat_prod_prev_q,prod_prev,True,per_stat_loso,,AST,9729,9222.0,1.6371065833440475,-0.151778839598682,0.9995757240693665,,,
eval,single_out,loso_perstat_prod_prev_q,prod_prev,True,per_stat_loso,,REB,9729,9222.0,2.0368913508637556,-0.17460171785502462,0.9989493942211796,,,
eval,single_out,loso_perstat_prod_prev_q,prod_prev,True,per_stat_loso,,STL,9729,9222.0,0.8051443169408468,-0.053579810609415426,0.9924730209518966,,,
eval,single_out,loso_perstat_prod_prev_q,prod_prev,True,per_stat_loso,,BLK,9729,9222.0,0.5757383076841778,-0.0933139525167554,0.9665924896170968,,,
eval,single_out,loso_perstat_prod_prev_q,prod_prev,True,per_stat_loso,,FG3M,9729,9222.0,1.0797980363479538,-0.12516976058654858,0.9948116686934046,,,
eval,single_out,loso_perstat_prod_prev_q,prod_prev,True,per_stat_loso,,TOV,9729,9222.0,1.0508947289464554,-0.07370895846203615,0.993654660162178,,,
eval,single_out,loso_perstat_prod_prev_q,prod_prev,True,per_stat_loso,,FG3A,9729,9222.0,1.7492502196759918,-0.15180117557383982,0.999463877482348,,,
eval,single_out,loso_perstat_prod_prev_q,prod_prev,True,per_stat_loso,,OREB,9729,9222.0,0.8983553645926212,-0.0925868069620678,0.9906615032431324,,,
eval,single_out,loso_perstat_prod_prev_q,prod_prev,True,per_stat_loso,,POOLED,9729,9222.0,,,0.9929100806695298,,,
eval,single_out,loso_uniform_prod_prev_q,prod_prev,True,uniform_loso,,PTS,9729,9222.0,5.471545545662886,-0.7397489139701872,1.0003434974275334,,,
eval,single_out,loso_uniform_prod_prev_q,prod_prev,True,uniform_loso,,AST,9729,9222.0,1.6350616375976443,-0.20998221318848845,0.9983271321047749,,,
eval,single_out,loso_uniform_prod_prev_q,prod_prev,True,uniform_loso,,REB,9729,9222.0,2.0367720680055488,-0.2172338916348492,0.9988908945182395,,,
eval,single_out,loso_uniform_prod_prev_q,prod_prev,True,uniform_loso,,STL,9729,9222.0,0.808682287545575,-0.014760227959995707,0.9968341526151678,,,
eval,single_out,loso_uniform_prod_prev_q,prod_prev,True,uniform_loso,,BLK,9729,9222.0,0.5926013928250125,-0.0036026178644480195,0.9949034969469159,,,
eval,single_out,loso_uniform_prod_prev_q,prod_prev,True,uniform_loso,,FG3M,9729,9222.0,1.0821458191513,-0.08400806955402383,0.9969746673743672,,,
eval,single_out,loso_uniform_prod_prev_q,prod_prev,True,uniform_loso,,TOV,9729,9222.0,1.0532597232805743,-0.04088162413423522,0.995890838131888,,,
eval,single_out,loso_uniform_prod_prev_q,prod_prev,True,uniform_loso,,FG3A,9729,9222.0,1.7495553919855056,-0.2113448690899003,0.9996382428740661,,,
eval,single_out,loso_uniform_prod_prev_q,prod_prev,True,uniform_loso,,OREB,9729,9222.0,0.9032842842426698,-0.03667897896418096,0.9960968700727122,,,
eval,single_out,loso_uniform_prod_prev_q,prod_prev,True,uniform_loso,,POOLED,9729,9222.0,,,0.9975444213406295,,,
eval,single_out,loso_perstat_prod_prev_noq,prod_prev,False,per_stat_loso,,PTS,9729,9222.0,5.470027338587886,-0.47486528281052814,1.000065928948472,,,
eval,single_out,loso_perstat_prod_prev_noq,prod_prev,False,per_stat_loso,,AST,9729,9222.0,1.637310307805116,-0.15441679779153367,0.9997001130540271,,,
eval,single_out,loso_perstat_prod_prev_noq,prod_prev,False,per_stat_loso,,REB,9729,9222.0,2.036344116496746,-0.18512959337865684,0.9986810149386081,,,
eval,single_out,loso_perstat_prod_prev_noq,prod_prev,False,per_stat_loso,,STL,9729,9222.0,0.8049327471099691,-0.062130224337850454,0.9922122262784755,,,
eval,single_out,loso_perstat_prod_prev_noq,prod_prev,False,per_stat_loso,,BLK,9729,9222.0,0.5740757763559313,-0.11270941064981213,0.9638013078003091,,,
eval,single_out,loso_perstat_prod_prev_noq,prod_prev,False,per_stat_loso,,FG3M,9729,9222.0,1.0789842428398384,-0.1373051605075303,0.994061925453902,,,
eval,single_out,loso_perstat_prod_prev_noq,prod_prev,False,per_stat_loso,,TOV,9729,9222.0,1.0503732501884948,-0.08377348084697939,0.9931615852767967,,,
eval,single_out,loso_perstat_prod_prev_noq,prod_prev,False,per_stat_loso,,FG3A,9729,9222.0,1.7490780732932842,-0.16199623424440662,0.9993655187174211,,,
eval,single_out,loso_perstat_prod_prev_noq,prod_prev,False,per_stat_loso,,OREB,9729,9222.0,0.8952862940760633,-0.11008947544478555,0.9872770853041677,,,
eval,single_out,loso_perstat_prod_prev_noq,prod_prev,False,per_stat_loso,,POOLED,9729,9222.0,,,0.9920363006413533,,,
eval,single_out,loso_uniform_prod_prev_noq,prod_prev,False,uniform_loso,,PTS,9729,9222.0,5.47513974800593,-0.7826359532347604,1.0010006128462567,,,
eval,single_out,loso_uniform_prod_prev_noq,prod_prev,False,uniform_loso,,AST,9729,9222.0,1.635622710765684,-0.2196893921798073,0.9986697091391018,,,
eval,single_out,loso_uniform_prod_prev_noq,prod_prev,False,uniform_loso,,REB,9729,9222.0,2.035830724249245,-0.23135759378912224,0.9984292327930253,,,
eval,single_out,loso_uniform_prod_prev_noq,prod_prev,False,uniform_loso,,STL,9729,9222.0,0.8086062410737703,-0.017263671481264575,0.9967404128097482,,,
eval,single_out,loso_uniform_prod_prev_noq,prod_prev,False,uniform_loso,,BLK,9729,9222.0,0.5924080242516652,-0.005280418450995243,0.9945788553376451,,,
eval,single_out,loso_uniform_prod_prev_noq,prod_prev,False,uniform_loso,,FG3M,9729,9222.0,1.0816738245297803,-0.08872486493118498,0.9965398214668525,,,
eval,single_out,loso_uniform_prod_prev_noq,prod_prev,False,uniform_loso,,TOV,9729,9222.0,1.0531701846437544,-0.04550572295637987,0.9958061764799737,,,
eval,single_out,loso_uniform_prod_prev_noq,prod_prev,False,uniform_loso,,FG3A,9729,9222.0,1.7495351406968582,-0.22398775947543645,0.9996266719557104,,,
